NAPR,PERIOD,STRANA,TNVED,EDIZM,STOIM,NETTO,KOL
ЭК,04/2017,AB,21,,9434.97,4571,0
ИМ,06/2017,AZ,22,,50754.43,114011,0
ЭК,06/2017,KZ,28,,594.69,825.12,0
ЭК,04/2017,AB,28,,470.23,711.17,0
ЭК,06/2017,UA,28,,747.02,1265.61,0
ЭК,04/2017,UA,38,,11923.5,15065.03,0
ИМ,06/2017,DE,38,,5452.53,1809.6,0
ЭК,04/2017,KZ,38,,1919.87,2304.83,0
ЭК,06/2017,AB,54,,781.16,266,0
ИМ,04/2017,DE,38,,3150.4,1191.6,0
ЭК,04/2017,AM,38,,748.06,1505.31,0
ИМ,05/2017,CN,83,,1334.56,311.2,0
ИМ,05/2017,SK,73,,2629.6,10.38,0
ЭК,06/2017,KG,83,,14680.9,7539.63,0
ЭК,06/2017,AM,38,,418.68,608.52,0
ИМ,06/2017,CN,70,,424.43,44.96,0
ИМ,06/2017,FR,70,,62345.33,23855.81,0
ЭК,04/2017,BY,76,,8893.89,2782.87,0
ИМ,04/2017,IT,76,,2415.76,307.92,0
ИМ,06/2017,DE,76,,3436.94,0.81,0
ИМ,04/2017,CN,76,,55.55,4.5,0
ЭК,04/2017,BY,10,,32204,4e4,0
ЭК,04/2017,GE,68,,26834.6,291642.12,0
ИМ,06/2017,BY,49,,49020,8900,0
ИМ,05/2017,PL,32,,22580.09,3678,0
ЭК,05/2017,AB,68,,1287.38,1350,0
ИМ,06/2017,IN,68,,9598.54,26972,0
ИМ,04/2017,IT,06,,11912.97,646.4,0
ИМ,06/2017,BY,64,,8355.81,425,0
ИМ,04/2017,TR,40,,1004.07,218,0
ИМ,06/2017,UA,94,,9962.05,3792.1,0
ИМ,05/2017,CN,94,,76.17,18.74,0
ИМ,06/2017,CN,40,,431.77,68.56,0
ИМ,06/2017,CA,40,,28.68,0.01,0
ЭК,06/2017,BY,25,,674.42,632,0
ИМ,06/2017,BY,84,,74169.89,54195.3,0
ИМ,04/2017,TR,84,,35202.65,9126.2,0
ИМ,04/2017,DE,84,,1226.24,11.11,0
ЭК,05/2017,AB,15,,10049.91,2678,0
ИМ,04/2017,TH,57,М2,1675.55,92,18.35
ЭК,05/2017,KG,15,,7488,8289,0
ЭК,06/2017,KZ,39,,806.66,162.87,0
ИМ,04/2017,DE,39,,64119.07,27045.5,0
ИМ,05/2017,PL,30,,40.19,7.88,0
ИМ,05/2017,SE,59,,37250.5,596.5,0
ИМ,04/2017,CN,84,,538880.41,112844.95,0
ИМ,05/2017,BY,84,,87840.52,42947.6,0
ИМ,05/2017,UA,84,,40904.17,20829,0
ИМ,06/2017,DE,84,,391964.99,41044.31,0
ЭК,04/2017,KZ,85,,5645.39,52.95,0
ИМ,06/2017,TR,85,,1436.4,100.1,0
ИМ,05/2017,IN,82,,496.83,95.91,0
ЭК,05/2017,NL,33,,84240,2160,0
ЭК,04/2017,KZ,33,,1025.6,611.1,0
ИМ,05/2017,GB,82,,192.23,3,0
ИМ,05/2017,CN,82,,73424.59,10589.69,0
ЭК,06/2017,AM,48,,9188.66,19883,0
ИМ,06/2017,VN,63,,429.45,129.97,0
ИМ,04/2017,AZ,22,,25801.77,45604.4,0
ЭК,06/2017,AB,21,,11706.12,5816,0
ИМ,05/2017,DE,35,,59793.53,21423.5,0
ИМ,05/2017,AZ,22,,29556.17,68406.6,0
ИМ,04/2017,UA,73,,7575.94,2272,0
ЭК,04/2017,AB,04,,212047.66,170372,0
ИМ,04/2017,IT,73,,7119.58,1027.55,0
ИМ,06/2017,CA,73,,262.5,0.22,0
ИМ,05/2017,KR,73,,405.5,1.55,0
ИМ,06/2017,CN,73,,948.95,81.02,0
ИМ,06/2017,DE,90,,1447.05,0.65,0
ЭК,06/2017,KZ,90,,871.2,216.39,0
ИМ,05/2017,DE,72,,147716.95,139671.59,0
ИМ,04/2017,SK,72,,765180.82,723296.9,0
ЭК,05/2017,AB,70,,457.52,130.5,0
ЭК,06/2017,AM,44,,43242.49,29500,0
ЭК,05/2017,LT,44,,332260.46,395484,0
ЭК,05/2017,AZ,44,,18668.16,20586,0
ИМ,05/2017,CN,44,,419685.92,1042060,0
ИМ,06/2017,CN,44,,152182.61,383863.5,0
ЭК,06/2017,AM,34,,596.76,563.05,0
ИМ,05/2017,NL,72,,153644.02,135675,0
ИМ,04/2017,FR,32,,64588.3,18120,0
ЭК,05/2017,AB,44,,9064.1,18596.16,0
ИМ,04/2017,DE,96,,6925.89,16.6,0
ЭК,04/2017,AZ,18,,21266.37,9600,0
ЭК,06/2017,BY,18,,2365.01,1237.5,0
ЭК,05/2017,UA,32,,112.46,98.12,0
ИМ,04/2017,IT,32,,61246.66,16160,0
ИМ,05/2017,PT,68,,568.9,7.7,0
ИМ,06/2017,BE,68,,1069.3,60,0
ИМ,04/2017,UA,94,,10648.26,2852.37,0
ИМ,06/2017,CN,87,,38.53,9.37,0
ИМ,04/2017,AZ,06,,63213.41,9673,0
ЭК,05/2017,KZ,25,,1986,1495,0
ЭК,04/2017,UA,25,,1100.43,62e3,0
ЭК,06/2017,KZ,25,,611,765,0
ИМ,04/2017,MD,20,,141297.1,147e3,0
ИМ,06/2017,MD,20,,73917.74,73500,0
ЭК,05/2017,UA,20,,18023.96,45815.65,0
ИМ,05/2017,ES,20,,30583.16,23480,0
ЭК,04/2017,UA,84,,41165.24,6500,0
ЭК,06/2017,BY,84,,189630.11,32496,0
ИМ,04/2017,US,84,,109789.91,16243.6,0
ЭК,06/2017,PL,09,,33629.39,1e5,0
ИМ,05/2017,CN,42,,220.82,24.72,0
ИМ,04/2017,TR,39,,257.25,25.3,0
ЭК,05/2017,AB,39,,1572.51,647.8,0
ЭК,06/2017,AB,39,,4254.42,1270,0
ИМ,06/2017,TH,39,,1099.6,20,0
ИМ,06/2017,DE,39,,47973.29,20061.5,0
ЭК,05/2017,AM,84,,350.31,450,0
ИМ,05/2017,KR,84,,20902.02,7.15,0
ИМ,06/2017,CN,84,,177011.02,126517.76,0
ИМ,05/2017,US,84,,229260.53,33878.4,0
ИМ,06/2017,CA,84,,344.42,0.24,0
ИМ,06/2017,UA,39,,17967.25,5719.61,0
ИМ,06/2017,IT,84,,29069.61,1795,0
ИМ,05/2017,US,39,,665.42,0.19,0
ИМ,06/2017,CN,85,,1860.23,171.18,0
ИМ,04/2017,TR,82,,1360.68,396,0
ЭК,06/2017,AB,33,,109.69,171,0
ЭК,06/2017,UA,33,,559.23,309.62,0
ЭК,06/2017,KZ,85,,4731.97,116.9,0
ИМ,05/2017,CN,85,,2919.68,252.74,0
ЭК,04/2017,BY,85,,3920.12,48.72,0
ИМ,05/2017,CN,61,,135.66,6.16,0
ИМ,04/2017,TR,63,,33.54,3,0
ЭК,06/2017,GE,48,,34259.72,39620,0
ЭК,04/2017,BY,22,,5745.94,15397.98,0
ЭК,06/2017,AM,22,,29647.76,41980.61,0
ИМ,04/2017,DE,35,,136298.22,56207.78,0
ИМ,06/2017,BY,04,,204242.82,41859.2,0
ЭК,05/2017,UA,38,,2557.86,3226.73,0
ИМ,05/2017,DE,38,,3551.48,1268.1,0
ЭК,05/2017,AB,38,,4974.65,9685.79,0
ИМ,05/2017,FR,38,,5792.42,950,0
ИМ,04/2017,CN,83,,1511.92,167.01,0
ИМ,05/2017,BY,83,,186449.22,73659,0
ИМ,05/2017,PL,73,,47.11,14.69,0
ЭК,06/2017,KZ,38,,2905.95,3710.65,0
ЭК,04/2017,IL,38,,189286.2,412100,0
ИМ,06/2017,FI,90,,24773.14,342.4,0
ИМ,05/2017,TW,90,,537.55,21.68,0
ЭК,04/2017,LV,72,,61070.34,6e4,0
ИМ,06/2017,BY,70,,145.3,23.49,0
ЭК,06/2017,KZ,44,,47729.9,19266,0
ИМ,06/2017,NL,72,,710570.3,647592,0
ЭК,05/2017,AB,76,,423.74,64,0
ЭК,04/2017,SE,44,,23908.4,19200,0
ИМ,05/2017,CN,96,,788.02,128.19,0
ЭК,06/2017,AZ,44,,17884.64,20934,0
ИМ,06/2017,CN,96,,2433.26,503.53,0
ИМ,05/2017,TR,94,,45344.17,11371.6,0
ИМ,05/2017,CN,74,,381.14,14.05,0
ИМ,06/2017,CN,64,,1930.21,88.32,0
ИМ,04/2017,DE,40,,52.9,0.26,0
ИМ,05/2017,GB,40,,279.11,0.29,0
ЭК,05/2017,GE,20,,7706.22,20736,0
ЭК,04/2017,BY,20,,3185.66,9331.2,0
ИМ,06/2017,JP,84,,2494.32,6.41,0
ЭК,05/2017,RS,84,,13222.62,2760,0
ЭК,05/2017,UA,15,,15904.56,19467.16,0
ЭК,06/2017,CN,15,,97008,96750,0
ЭК,05/2017,GB,09,,13845,72e3,0
ЭК,06/2017,OS,39,,19200.9,12990.64,0
ИМ,05/2017,CN,84,,85573.38,52573.44,0
ИМ,04/2017,IN,39,,32.51,0.36,0
ИМ,05/2017,CN,39,,91531.21,43910.39,0
ЭК,05/2017,KZ,85,,8035.29,78.15,0
ИМ,06/2017,CN,82,,66107.59,9955.56,0
ИМ,06/2017,TR,82,,873.78,36.8,0
ИМ,05/2017,BY,33,,12883.36,881.1,0
ИМ,05/2017,BY,85,,1019.69,59,0
ИМ,04/2017,IT,82,,45536.89,2517,0
ЭК,06/2017,BY,19,,5677.1,2623.8,0
ИМ,05/2017,VN,63,,280.21,85.06,0
ЭК,05/2017,AB,21,,9487.01,4629,0
ИМ,06/2017,DE,35,,197448.02,77191.91,0
ЭК,06/2017,AB,28,,3641.95,18137.45,0
ИМ,05/2017,BY,73,,663.18,692.8,0
ЭК,06/2017,DE,04,,26257.88,3093.7,0
ЭК,05/2017,DE,04,,23288.14,2792.32,0
ИМ,05/2017,DE,29,,4490.53,669,0
ЭК,05/2017,IL,38,,178958.1,387150,0
ЭК,06/2017,IL,38,,216589.7,470810,0
ИМ,06/2017,CN,83,,2535.16,657.63,0
ИМ,06/2017,CN,95,,81133.78,13445.5,0
ЭК,04/2017,KG,73,,10741.22,5848,0
ИМ,04/2017,CN,73,,5180.26,1036.58,0
ЭК,06/2017,AB,73,,3109.12,1640,0
ИМ,04/2017,JP,73,,214518.9,106896,0
ИМ,04/2017,TR,73,,13582.24,2363.5,0
ИМ,04/2017,US,90,,148.74,0.1,0
ЭК,04/2017,GB,38,,51936.5,109340,0
ИМ,05/2017,PL,90,,94.24,9.93,0
ИМ,04/2017,CN,90,,2601.25,90.55,0
ИМ,06/2017,TW,90,,645.13,25.99,0
ИМ,04/2017,VN,72,,422275.5,469195,0
ИМ,04/2017,CZ,70,,25177.96,4386,0
ЭК,05/2017,AB,72,,2809.94,3259.68,0
ИМ,04/2017,DE,72,,62545.09,60722.12,0
ЭК,06/2017,FR,44,,64162.72,21420,0
ЭК,04/2017,KZ,34,,11909.53,14652.86,0
ИМ,05/2017,PL,56,,774.42,149.88,0
ЭК,05/2017,GE,32,,7733,19235.4,0
ЭК,04/2017,AM,44,,26734.89,8500,0
ЭК,05/2017,BY,10,,15632.76,2e4,0
ИМ,05/2017,CN,62,,66.09,2.97,0
ИМ,06/2017,BY,62,,443.24,92,0
ИМ,05/2017,ES,68,,29049.86,23890,0
ИМ,04/2017,AM,49,,1.79,21.14,0
ИМ,06/2017,FR,32,,55105.07,17200,0
ИМ,04/2017,PT,68,,7178.61,115.8,0
ИМ,05/2017,CN,68,,167.61,19.56,0
ЭК,06/2017,AM,94,,35.07,10,0
ИМ,06/2017,FI,94,,2761.48,47.5,0
ИМ,06/2017,CN,74,,74.84,3.09,0
ЭК,04/2017,KZ,74,,36113.21,775.6,0
ИМ,04/2017,CN,94,,9144.41,1203.82,0
ИМ,04/2017,AM,94,,1.79,13.68,0
ЭК,05/2017,BY,17,,2320.95,1874,0
ИМ,06/2017,TR,39,,808.13,156.69,0
ИМ,06/2017,CN,39,,50395.81,22274.91,0
ЭК,05/2017,AM,39,,1861.71,907,0
ИМ,06/2017,PL,30,,36.86,5.8,0
ИМ,04/2017,ES,84,,44022.94,15389.1,0
ИМ,04/2017,PL,84,,56610.14,2183,0
ЭК,06/2017,AM,84,,6050.11,12745,0
ИМ,05/2017,DE,84,,183200.14,18527,0
ИМ,06/2017,TW,82,,5703.8,658.14,0
ЭК,06/2017,AB,48,,86982.5,97940,0
ЭК,05/2017,AB,48,,87032.96,103200,0
ЭК,06/2017,KZ,65,,6266.53,1936,0
ЭК,04/2017,UA,22,,13956.73,34967.8,0
ИМ,04/2017,DE,12,,205685.58,18800,0
ИМ,06/2017,TR,73,,61646.42,28172.15,0
ИМ,06/2017,UA,73,,56910.15,22040.92,0
ИМ,04/2017,BY,83,,156325.06,63309,0
ЭК,04/2017,KG,83,,2486.94,1439,0
ЭК,05/2017,BY,83,,1.75,0.06,0
ИМ,04/2017,ES,73,,725.62,107.9,0
ЭК,06/2017,UA,34,,21127.3,27152.56,0
ЭК,06/2017,UA,38,,3211.53,4213.6,0
ИМ,04/2017,TR,70,,731.05,145.5,0
ИМ,06/2017,SK,72,,323736.18,298062,0
ЭК,04/2017,AB,72,,5262.9,5606.52,0
ЭК,06/2017,UZ,44,,33e3,11015,0
ЭК,06/2017,LT,44,,391788,467083,0
ЭК,04/2017,UA,34,,23230.88,28015.03,0
ЭК,06/2017,KZ,34,,9921.97,13012.8,0
ИМ,06/2017,CN,72,,262685.53,275364,0
ЭК,05/2017,TJ,32,,42207.91,63414.08,0
ИМ,04/2017,IT,44,,936,156,0
ИМ,06/2017,BY,69,,29745.06,15054.12,0
ЭК,04/2017,AB,32,,13543.67,123380.28,0
ИМ,04/2017,CN,32,,39584.11,14869,0
ИМ,04/2017,PL,32,,62733.69,11379,0
ИМ,06/2017,DE,68,,47256.14,75238,0
ЭК,06/2017,TJ,32,,41088.46,56804.42,0
ИМ,06/2017,ID,94,,26728.1,4670,0
ИМ,05/2017,DE,40,,55.31,0.26,0
ЭК,06/2017,AM,40,,3964.77,2300,0
ЭК,05/2017,AM,40,,791.7,460,0
ЭК,06/2017,UA,20,,16761.93,43038.68,0
ИМ,05/2017,MD,20,,47539.67,49e3,0
ЭК,06/2017,AB,20,,8417.92,15922.44,0
ИМ,05/2017,GB,84,,6933.84,69,0
ЭК,06/2017,GE,15,,6286.72,6257,0
ИМ,06/2017,CN,42,,407.29,43.27,0
ЭК,05/2017,PL,09,,6704.4,2e4,0
ИМ,06/2017,FI,39,,1469.01,3.26,0
ИМ,05/2017,TR,84,,30463.59,6343,0
ИМ,05/2017,CH,84,,130579.28,25030,0
ЭК,05/2017,BY,84,,157946.56,32895.62,0
ИМ,04/2017,BG,84,,49041.96,1100,0
ЭК,05/2017,GE,39,,1008,804,0
ИМ,05/2017,BY,39,,257.99,57.4,0
ИМ,04/2017,CN,85,,16531.35,2832.6,0
ЭК,04/2017,GE,48,,10867.31,10530,0
ЭК,05/2017,AM,48,,8846.72,19014,0
ИМ,04/2017,ES,22,,47504.62,71780.75,0
ЭК,05/2017,AZ,22,,6719.11,19190.64,0
ИМ,05/2017,CN,95,,82557.84,13615.64,0
ЭК,05/2017,AB,28,,3544.79,17876.62,0
ЭК,04/2017,UA,28,,1278.11,2023.53,0
ИМ,04/2017,DE,29,,8648.49,1129.4,0
ИМ,04/2017,PL,29,,1927.25,540,0
ИМ,04/2017,BY,73,,353.19,156,0
ИМ,06/2017,DE,29,,3045.82,957.08,0
ИМ,05/2017,BY,04,,95358.02,20571.2,0
ЭК,06/2017,AB,04,,324420.01,270837,0
ИМ,04/2017,VN,46,,103.89,8.5,0
ЭК,05/2017,KG,73,,35173.52,18507.54,0
ИМ,06/2017,CN,90,,5884.52,518.06,0
ЭК,05/2017,AB,34,,5073.97,7549.32,0
ЭК,04/2017,AB,34,,2846.94,4411.17,0
ЭК,04/2017,AB,54,,161.13,66,0
ЭК,06/2017,AB,38,,5441.59,12681.25,0
ИМ,04/2017,CN,70,,687.31,35.2,0
ЭК,04/2017,KZ,44,,13474.78,20800,0
ИМ,06/2017,FI,76,,158.19,0.2,0
ИМ,05/2017,DE,32,,129025.9,35813.35,0
ЭК,06/2017,CN,44,,350794.98,846904,0
ЭК,05/2017,CN,44,,154978.45,574140,0
ИМ,04/2017,CN,96,,11966.74,1552.35,0
ЭК,04/2017,DE,44,,30851.08,19304.8,0
ИМ,04/2017,DE,32,,143447.17,44813.07,0
ИМ,06/2017,CN,68,,4907.56,13935.57,0
ИМ,04/2017,KZ,74,,32854.63,775.6,0
ИМ,06/2017,TR,94,,37421.95,18170.24,0
ИМ,05/2017,AZ,06,,43421.59,6600,0
ИМ,04/2017,CN,40,,78.84,5.25,0
ИМ,04/2017,IT,40,,119.77,0.07,0
ЭК,05/2017,UA,25,,1023.56,41e3,0
ИМ,04/2017,TR,25,,110796.25,1646250,0
ИМ,06/2017,TR,25,,92171.25,1035e3,0
ЭК,04/2017,BY,17,,71.21,100,0
ИМ,06/2017,CL,08,,31880.72,2e4,0
ЭК,06/2016,AB,15,,667.81,312,0
ЭК,05/2016,UA,15,,81277.31,84559.14,0
ЭК,06/2016,UA,15,,28007.06,28791.85,0
ИМ,06/2016,UA,84,,5632.3,1435,0
ИМ,04/2016,BY,84,,70251.29,62941.75,0
ИМ,05/2016,BY,84,,7103.04,1336,0
ЭК,05/2016,PL,09,,5371.68,2e4,0
ЭК,06/2016,PL,09,,16598.92,6e4,0
ЭК,06/2016,AB,39,,1234.1,263,0
ЭК,05/2016,BY,39,,1585.41,246.35,0
ЭК,05/2016,AB,39,,3203.74,1068.3,0
ИМ,04/2016,PL,39,,34823.08,17e3,0
ИМ,06/2016,DE,39,,22806.46,7551.72,0
ИМ,05/2016,BY,33,,13013.71,898.8,0
ЭК,05/2016,KZ,85,,9189.46,199,0
ИМ,05/2016,DE,85,,3608.03,0.95,0
ЭК,05/2016,BY,65,,750.27,246.4,0
ЭК,06/2016,BY,65,,155.05,52.8,0
ЭК,05/2016,AZ,19,,24197.51,14442,0
ЭК,06/2016,GE,19,,13739.65,7476.5,0
ИМ,04/2016,IT,48,,4078.44,1005,0
ЭК,04/2016,AM,22,,14189.08,20819.52,0
ЭК,05/2016,AB,21,,2838.94,1871,0
ЭК,06/2016,KZ,22,,4186.05,10673.28,0
ЭК,04/2016,SY,11,,43292,158e3,0
ЭК,04/2016,BY,29,,86.47,12,0
ЭК,05/2016,BY,90,,779.04,40.55,0
ЭК,04/2016,BY,90,,8046.1,695.93,0
ИМ,04/2016,BY,90,,32.91,0.09,0
ИМ,05/2016,US,90,,1091.97,0.25,0
ЭК,04/2016,AB,73,,183.17,88.46,0
ИМ,06/2016,CN,95,,150526.28,26872.7,0
ЭК,04/2016,CN,44,,25957.01,118798,0
ИМ,04/2016,IT,44,,159.25,53.04,0
ЭК,04/2016,KZ,44,,53907.52,40055,0
ИМ,06/2016,DE,38,,4506.37,1400,0
ИМ,04/2016,IT,96,,1208.59,157.14,0
ЭК,04/2016,SY,10,,57200,1e5,0
ЭК,04/2016,BY,10,,94993,137625,0
ЭК,04/2016,GE,10,,2880,6012,0
ЭК,06/2016,UA,34,,10323.73,15266.67,0
ИМ,06/2016,SK,72,,515987.09,517096,0
ИМ,04/2016,FR,70,,120221.63,36154.72,0
ИМ,04/2016,VN,72,,13306.57,12322,0
ИМ,04/2016,FI,68,,1601.64,46.2,0
ЭК,04/2016,AB,32,,79.52,98.12,0
ИМ,04/2016,DE,32,,63914.88,24098.02,0
ИМ,05/2016,FR,32,,47882.4,18e3,0
ИМ,06/2016,IT,06,,612298.96,275295,0
ИМ,05/2016,IT,06,,404254.08,85822,0
ИМ,04/2016,FR,94,,417.14,99,0
ИМ,04/2016,TW,94,,467.46,113.4,0
ЭК,05/2016,BY,94,,421.43,10.5,0
ИМ,04/2016,CN,94,,5024.3,972.69,0
ИМ,06/2016,BY,64,,4901.26,327,0
ИМ,04/2016,SY,08,,220418.35,441956,0
ЭК,04/2016,UA,20,,21624.92,72695.94,0
ЭК,05/2016,VN,15,,24289.95,25677,0
ЭК,04/2016,AZ,15,,20504.75,18791,0
ЭК,04/2016,BY,84,,110301.87,30472.97,0
ЭК,04/2016,UA,84,,49214.89,9400,0
ИМ,04/2016,DE,84,,11841.88,1117.33,0
ИМ,06/2016,ES,84,,20250.83,10850,0
ИМ,06/2016,UA,39,,17563.02,8526.99,0
ИМ,04/2016,DE,39,,58661.31,19604.78,0
ЭК,04/2016,AM,33,,835.88,488.88,0
ИМ,06/2016,CH,59,,18151.49,197.4,0
ИМ,06/2016,KR,85,,2863.41,1.62,0
ЭК,06/2016,UA,22,,38358.89,50920.53,0
ЭК,04/2016,AB,21,,855.7,552,0
ЭК,04/2016,BY,28,,312.18,39,0
ЭК,04/2016,AB,28,,471.61,971.19,0
ИМ,06/2016,DE,29,,5816.3,1413.3,0
ИМ,04/2016,US,12,,6168.16,240,0
ИМ,04/2016,DE,12,,285370.02,18085,0
ИМ,05/2016,DE,90,,4337.58,10,0
ИМ,05/2016,CA,90,,1607.65,1.7,0
ИМ,04/2016,CN,73,,9236.73,2386.55,0
ИМ,04/2016,US,73,,5445.4,4.85,0
ИМ,04/2016,CH,73,,10702.31,7.1,0
ЭК,04/2016,UA,35,,272.36,75,0
ЭК,05/2016,AM,35,,632.48,260,0
ЭК,05/2016,IR,44,,39774.24,20520,0
ЭК,04/2016,AB,38,,6232.06,13362.67,0
ИМ,06/2016,CN,44,,620160.76,1547511,0
ЭК,05/2016,BY,10,,75636,11e4,0
ЭК,05/2016,GE,10,,3e3,5010,0
ИМ,06/2016,BY,62,,469.21,108,0
ЭК,05/2016,UA,10,,5755.3,7315,0
ИМ,06/2016,CH,34,,1274.73,14,0
ЭК,05/2016,UA,34,,5097.96,8053.01,0
ЭК,04/2016,AM,34,,4371.38,6306.06,0
ИМ,06/2016,TR,34,,14516.46,5900.75,0
ИМ,06/2016,VN,72,,60759.03,36154,0
ЭК,04/2016,AB,72,,7471.5,9974.28,0
ЭК,05/2016,AB,70,,1159.94,353,0
ИМ,04/2016,SK,70,,385.36,27,0
ИМ,04/2016,IT,32,,55486.6,17750,0
ИМ,05/2016,BY,69,,66699.63,38845.47,0
ИМ,06/2016,CN,94,,38475.59,6186.89,0
ИМ,04/2016,CN,40,,25.35,1.75,0
ИМ,05/2016,UA,40,,11998.31,11040,0
ИМ,05/2016,DE,40,,1521.04,27,0
ИМ,05/2016,TR,25,,92060,1373226.7,0
ИМ,05/2016,BR,05,,64923.95,19854.86,0
ЭК,04/2016,GE,15,,120359.36,131658.14,0
ЭК,04/2016,KZ,84,,103775.42,20520,0
ЭК,05/2016,KZ,84,,100487.41,27977,0
ИМ,05/2016,UA,84,,28903.91,20449,0
ИМ,06/2016,BY,84,,38572.04,37456.1,0
ИМ,04/2016,LU,84,,3041.37,4.03,0
ИМ,06/2016,US,84,,2784.04,9,0
ИМ,04/2016,UA,84,,28518.79,20232,0
ИМ,05/2016,GB,84,,10201.57,34.92,0
ЭК,06/2016,GB,09,,5756,24e3,0
ЭК,04/2016,GB,09,,11542,48e3,0
ИМ,06/2016,TR,39,,19589.58,4611,0
ИМ,06/2016,PL,39,,30696.39,17e3,0
ИМ,04/2016,SE,59,,33375.54,497.5,0
ЭК,06/2016,DE,85,,443.28,1,0
ИМ,04/2016,DE,82,,25.18,2.4,0
ИМ,05/2016,SK,82,,828.12,1.55,0
ЭК,04/2016,AM,48,,22665.52,58880,0
ЭК,06/2016,AM,22,,12912.62,20068.76,0
ЭК,06/2016,UA,28,,756.27,1510.2,0
ЭК,06/2016,UA,11,,14593.57,21772.8,0
ЭК,05/2016,AB,28,,5714.63,31400,0
ЭК,04/2016,DE,04,,22542.23,3596.24,0
ЭК,05/2016,KZ,04,,4510.37,634.05,0
ЭК,05/2016,AB,83,,384.95,519,0
ИМ,06/2016,BY,83,,439267.22,167719,0
ИМ,04/2016,CN,83,,5498.05,744.82,0
ИМ,05/2016,IN,90,,47.97,0.19,0
ИМ,06/2016,DE,73,,1625.65,990,0
ИМ,04/2016,IT,73,,3438.38,812.64,0
ИМ,06/2016,UA,73,,25234.77,8512.4,0
ЭК,04/2016,AM,73,,104.2,28.91,0
ЭК,04/2016,UZ,44,,30900,10850,0
ЭК,04/2016,AM,44,,7383.36,21700,0
ЭК,06/2016,JP,44,,16443.64,26500,0
ЭК,06/2016,KZ,44,,55954.07,41408,0
ИМ,06/2016,US,70,,552.92,10,0
ЭК,05/2016,AZ,18,,5483.79,2800,0
ЭК,04/2016,AZ,18,,10842.85,5600,0
ЭК,04/2016,UA,32,,878.96,283.8,0
ИМ,05/2016,CN,69,,48008.68,101489.08,0
ИМ,06/2016,CA,74,,1431.89,3,0
ИМ,04/2016,CZ,94,,789.85,132.9,0
ИМ,05/2016,TR,40,,109.55,9,0
ИМ,04/2016,DE,40,,453.72,20,0
ЭК,06/2016,UA,25,,1178.13,42e3,0
ЭК,05/2016,UA,20,,24285.8,69746.64,0
ЭК,05/2016,DE,15,,20496,18895.78,0
ИМ,05/2016,TR,84,,10651.71,2414,0
ИМ,04/2016,EU,84,,31516.81,6295,0
ИМ,05/2016,US,84,,9374.05,102,0
ЭК,06/2016,GE,15,,61184.41,64921.29,0
ИМ,06/2016,DK,84,,952557.17,88370,0
ИМ,04/2016,GB,84,,557717.81,39635,0
ИМ,06/2016,CA,84,,10498.69,159.32,0
ИМ,06/2016,DE,84,,479763.77,11984.5,0
ИМ,06/2016,IT,84,,4241.96,631.76,0
ЭК,04/2016,BA,84,,8597.34,3691,0
ЭК,06/2016,KZ,84,,12781,4920,0
ЭК,06/2016,UA,84,,33919.51,6400,0
ЭК,04/2016,BY,39,,5468.23,834.34,0
ЭК,06/2016,SD,85,,7394.56,1390,0
ИМ,06/2016,DE,85,,3496.78,10.69,0
ИМ,06/2016,SE,59,,32808.15,497.5,0
ИМ,05/2016,CN,85,,145654.92,2929.14,0
ИМ,05/2016,IN,85,,483.81,1.22,0
ЭК,04/2016,KZ,85,,4521.38,192,0
ИМ,05/2016,TR,82,,18.07,10,0
ЭК,04/2016,AZ,19,,13035.57,6885,0
ЭК,06/2016,TR,22,,18832.8,22089.6,0
ЭК,05/2016,DE,04,,24306.94,3961.96,0
ИМ,05/2016,DE,29,,180.33,29.82,0
ЭК,05/2016,AE,04,,4105.87,482.69,0
ИМ,06/2016,KR,90,,225.1,1.3,0
ИМ,06/2016,GB,73,,219.68,0.47,0
ИМ,06/2016,CA,73,,55.56,0.13,0
ЭК,06/2016,UA,35,,1435.96,289,0
ИМ,05/2016,CH,73,,6014.06,1.93,0
ЭК,05/2016,NL,38,,21480.14,42350,0
ЭК,04/2016,UA,38,,1863.72,3288.26,0
ЭК,05/2016,KZ,44,,11461.27,20800,0
ЭК,05/2016,TR,44,,4825.08,20507,0
ЭК,05/2016,CN,44,,27747.87,168179,0
ЭК,04/2016,LT,44,,11313.94,20558,0
ИМ,06/2016,US,96,,84.94,0.6,0
ИМ,05/2016,DE,34,,3330.43,526.62,0
ЭК,04/2016,UA,34,,3655.04,5861.7,0
ИМ,04/2016,PL,34,,3754.94,1960,0
ЭК,04/2016,AB,34,,1954.48,4589.72,0
ИМ,04/2016,SK,72,,150494.19,126084,0
ИМ,04/2016,TR,70,,398.74,68.1,0
ИМ,05/2016,CN,68,,2378.02,3567.73,0
ИМ,05/2016,DE,32,,119007.98,36361.19,0
ИМ,06/2016,ES,32,,13017.18,3351.5,0
ИМ,05/2016,BR,23,,214320,47e4,0
ЭК,04/2016,BY,76,,17.42,1.11,0
ИМ,05/2016,IT,74,,96.73,1.86,0
ИМ,04/2016,DE,94,,150.35,55,0
ЭК,05/2016,AB,94,,3035.28,69892,0
ИМ,04/2016,US,40,,4957.35,17.6,0
ЭК,05/2016,UA,25,,1154.17,42e3,0
ИМ,04/2016,TR,25,,55750,837500,0
ИМ,04/2016,BY,64,,8416.75,256.68,0
