NAPR,PERIOD,STRANA,TNVED,EDIZM,STOIM,NETTO,KOL
ЭК,12/2015,AB,04,,223355.85,223961,0
ЭК,10/2015,AZ,04,,16890,15300,0
ИМ,10/2015,UZ,12,,25634.88,31648,0
ИМ,12/2015,FI,90,,91889.87,723.5,0
ИМ,11/2015,DE,73,,13879.55,1387.6,0
ЭК,10/2015,BY,73,,528,1.8,0
ИМ,10/2015,BY,73,,2.63,0.53,0
ИМ,10/2015,DE,35,,82337.98,35541.59,0
ИМ,11/2015,UA,95,,11270.62,500,0
ИМ,10/2015,DE,38,,6561.98,1682.4,0
ЭК,12/2015,NL,38,,114407.16,234700,0
ЭК,10/2015,DE,44,,1424.08,21581,0
ЭК,11/2015,TR,10,,566178.92,2097192,0
ИМ,11/2015,CN,96,,11023.27,1406,0
ИМ,12/2015,VN,72,,39548.25,37665,0
ИМ,11/2015,CN,70,,343.98,27.6,0
ИМ,10/2015,BY,70,,17875.68,5355.54,0
ИМ,12/2015,CZ,70,,44941.27,9076,0
ИМ,11/2015,IN,68,,26422.63,51154,0
ИМ,11/2015,DE,68,,11807.34,15906,0
ИМ,12/2015,DE,68,,54195.18,38805.4,0
ИМ,10/2015,DE,32,,102115.22,28286.01,0
ИМ,10/2015,IN,32,,54080.12,23405.69,0
ИМ,11/2015,FR,32,,57871.34,17400,0
ИМ,12/2015,PL,06,,388746.51,48226,0
ИМ,12/2015,CZ,94,,139.31,24,0
ИМ,11/2015,BY,94,,7385.31,1040,0
ЭК,12/2015,DE,94,,10.76,12,0
ИМ,11/2015,UA,40,,4689.52,4346,0
ИМ,11/2015,AR,08,,88875,45e3,0
ИМ,11/2015,GB,40,,2972.34,1.6,0
ИМ,12/2015,TR,08,,167074.62,80050,0
ИМ,12/2015,SK,25,,5531.65,6500,0
ЭК,10/2015,DE,20,,3008.01,1767.36,0
ИМ,10/2015,BY,64,,46051.02,2145.7,0
ЭК,12/2015,DE,15,,18666.24,19125.99,0
ЭК,10/2015,BY,15,,83144.37,70170.28,0
ЭК,11/2015,DE,15,,18075.38,17836.69,0
ЭК,10/2015,UA,15,,308155.71,292510.79,0
ИМ,11/2015,UA,39,,15216.97,6049.34,0
ИМ,12/2015,TR,39,,7307.32,1976.74,0
ИМ,11/2015,IT,39,,5354.55,725.98,0
ИМ,12/2015,CH,59,,17428.07,197.4,0
ИМ,10/2015,TR,82,,679.55,115,0
ИМ,11/2015,CN,63,,591.04,22.44,0
ИМ,11/2015,TR,48,,1162.91,575,0
ЭК,10/2015,AM,22,,11387.61,22086.4,0
ЭК,10/2015,AB,22,,2628.68,3239.2,0
ЭК,12/2015,UA,22,,43310.55,108772.88,0
ЭК,11/2015,AB,22,,2688.16,3239.2,0
ИМ,10/2015,SG,29,,2649.91,1e3,0
ИМ,11/2015,DE,29,,2665.31,1201.46,0
ИМ,10/2015,DE,29,,3570.69,1524.87,0
ЭК,11/2015,BY,12,,12400.78,6500,0
ЭК,12/2015,BY,12,,12812.7,8323.36,0
ИМ,11/2015,IT,90,,970.27,1,0
ИМ,12/2015,TR,73,,1146.4,146.2,0
ИМ,10/2015,FR,38,,9487.48,1520,0
ИМ,11/2015,TR,34,,31023.35,7318.44,0
ИМ,11/2015,TR,70,,1113.18,230.7,0
ИМ,12/2015,TR,68,,526.62,1411,0
ИМ,10/2015,IN,68,,32616.6,52e3,0
ЭК,10/2015,UA,32,,203.34,267.6,0
ЭК,10/2015,AB,23,,4371.01,17974,0
ИМ,11/2015,IT,76,,931.73,104.64,0
ИМ,12/2015,IT,76,,1039.33,57.6,0
ИМ,10/2015,CN,69,,66092.3,206920,0
ИМ,11/2015,GB,74,,3029.7,6.8,0
ЭК,11/2015,DE,20,,1507.93,879.48,0
ИМ,11/2015,BY,64,,10873.77,316.14,0
ЭК,11/2015,CN,15,,23056.75,21551.17,0
ЭК,12/2015,UA,15,,115972.93,123709.81,0
ЭК,11/2015,BY,15,,61965.67,58332,0
ЭК,10/2015,IL,15,,6817.5,6419.25,0
ЭК,11/2015,GE,15,,47559.68,46943.94,0
ЭК,11/2015,TM,15,,245112.3,235962.03,0
ИМ,12/2015,DE,84,,28137.33,104.13,0
ИМ,12/2015,AT,84,,82173.77,2215,0
ИМ,11/2015,IT,84,,239965.3,8491,0
ИМ,10/2015,UA,39,,11813.16,6093.98,0
ЭК,12/2015,CN,33,,259038.53,6137,0
ЭК,11/2015,FR,33,,738e3,9795,0
ЭК,11/2015,BG,33,,300019,4500,0
ИМ,12/2015,BY,33,,21630.1,1993.4,0
ИМ,11/2015,SE,59,,22608.6,392.5,0
ЭК,10/2015,DE,21,,337.53,569,0
ЭК,12/2015,UA,28,,243,641.07,0
ЭК,10/2015,AB,04,,200807.11,211557,0
ИМ,10/2015,TR,73,,1410.22,609.33,0
ИМ,10/2015,MD,73,,180830.76,36928,0
ИМ,11/2015,UA,73,,9574.39,3595,0
ИМ,11/2015,TR,35,,14466.96,3729.32,0
ИМ,11/2015,DE,35,,82476.71,36168.63,0
ЭК,11/2015,UA,38,,2395.98,3822.87,0
ЭК,10/2015,TR,10,,763296.93,2838907,0
ИМ,11/2015,IT,44,,256.89,78,0
ИМ,11/2015,CN,44,,465333.84,1164704.79,0
ЭК,11/2015,FR,44,,59622.26,21707,0
ЭК,12/2015,UA,96,,20.98,0.45,0
ИМ,10/2015,DE,34,,4875.82,806.71,0
ЭК,10/2015,UA,34,,9872.69,14138.16,0
ЭК,10/2015,AB,34,,1585.74,2884.36,0
ИМ,11/2015,GB,72,,33667.64,31978,0
ИМ,11/2015,CN,68,,11829.54,25146,0
ИМ,12/2015,IN,68,,13291.34,26092,0
ИМ,11/2015,DE,32,,94133.53,30878.26,0
ЭК,10/2015,LV,68,,1781.96,5095,0
ИМ,10/2015,ES,32,,51351.96,16e3,0
ИМ,12/2015,TR,94,,22471.27,2858.8,0
ИМ,12/2015,DE,40,,843.13,1.58,0
ИМ,12/2015,TR,25,,91768.2,806983.56,0
ИМ,10/2015,TR,25,,126325,1925e3,0
ЭК,10/2015,UA,20,,7797.09,15850.7,0
ЭК,10/2015,UA,84,,56258.71,10478,0
ЭК,12/2015,KZ,84,,54497,11200,0
ЭК,10/2015,GB,09,,11900,39e3,0
ИМ,10/2015,TR,39,,32710.98,10394.13,0
ИМ,12/2015,PL,39,,68917.05,34e3,0
ЭК,10/2015,CN,33,,286603.1,7e3,0
ЭК,11/2015,NL,33,,143514,2160,0
ИМ,10/2015,IN,59,,152,4.85,0
ИМ,12/2015,DE,82,,107.82,4.65,0
ИМ,10/2015,CN,63,,223.62,18.15,0
ЭК,12/2015,AM,22,,20309.02,42717.27,0
ЭК,10/2015,UA,28,,85.39,207.41,0
ЭК,11/2015,UA,28,,239.33,565.65,0
ИМ,12/2015,UA,83,,254758.15,95158.8,0
ИМ,12/2015,TR,83,,1929.47,76.4,0
ИМ,10/2015,IT,73,,11078.68,14,0
ЭК,11/2015,NL,38,,139675.83,281600,0
ЭК,10/2015,IL,38,,215083.3,603450,0
ЭК,12/2015,GE,44,,2335.28,10096.5,0
ИМ,11/2015,GE,44,,30928.07,7608,0
ЭК,12/2015,UA,44,,1683.05,2e4,0
ЭК,11/2015,GE,44,,17011.91,6495,0
ЭК,11/2015,UA,34,,8655.1,13493.09,0
ИМ,10/2015,DE,72,,461099.83,475653,0
ИМ,12/2015,PL,34,,7289.44,3920,0
ИМ,12/2015,DE,72,,244363.37,251827,0
ИМ,11/2015,DE,34,,284.52,49.7,0
ИМ,11/2015,IT,70,,7276.18,716,0
ИМ,12/2015,CN,68,,4477.61,6679.13,0
ИМ,10/2015,DE,68,,31806.47,35066,0
ИМ,10/2015,AR,23,,246802.5,470100,0
ИМ,11/2015,TW,94,,3467.5,741,0
ИМ,11/2015,IT,94,,2223.06,394.53,0
ИМ,12/2015,US,40,,234.78,0.29,0
ИМ,12/2015,AB,08,,4237.3,20088,0
ИМ,10/2015,CL,08,,188500,101e3,0
ЭК,11/2015,TM,20,,10684,8720.08,0
ЭК,11/2015,UZ,15,,126836.82,121894.43,0
ЭК,10/2015,KG,15,,205926.06,177781.62,0
ЭК,11/2015,BY,84,,12330.02,3235,0
ЭК,10/2015,BY,84,,77206,27880,0
ЭК,12/2015,UA,84,,31949.29,7200,0
ИМ,12/2015,IT,39,,60.68,0.5,0
ИМ,10/2015,IN,39,,12271.6,5890,0
ИМ,10/2015,DE,39,,27219.52,10645.7,0
ЭК,12/2015,KZ,85,,8206.93,290,0
ИМ,10/2015,TR,63,,99.05,13.15,0
ЭК,12/2015,GE,48,,18483.87,16870,0
ЭК,11/2015,AM,48,,8159.2,19387,0
ЭК,10/2015,AB,48,,65556.99,101830,0
ЭК,11/2015,AB,48,,47027.18,77230,0
ЭК,11/2015,AB,21,,1185.88,839,0
ЭК,12/2015,AZ,04,,17250,15300,0
ИМ,10/2015,UA,83,,117992.22,42196.4,0
ЭК,11/2015,KZ,90,,185.92,57.71,0
ИМ,11/2015,BY,73,,7.82,0.3,0
ИМ,10/2015,UA,73,,28674.62,13505.13,0
ЭК,12/2015,AB,38,,4804.97,13707.59,0
ЭК,11/2015,IL,38,,155768,428780,0
ЭК,11/2015,UA,44,,1783.61,2e4,0
ИМ,12/2015,IT,44,,68.33,5.5,0
ИМ,10/2015,TR,96,,6620.48,1476.27,0
ЭК,10/2015,NL,72,,37250.98,4e4,0
ИМ,12/2015,TR,70,,1174.15,132.2,0
ИМ,11/2015,RO,70,,226.35,14,0
ЭК,10/2015,AB,32,,35.63,44.6,0
ИМ,11/2015,AR,23,,273262.5,520500,0
ИМ,10/2015,TR,69,,41327.21,9824.15,0
ИМ,12/2015,SK,69,,301879.43,170270,0
ИМ,11/2015,TR,08,,146156.84,85300,0
ИМ,10/2015,AR,08,,88875,45e3,0
ЭК,12/2015,GE,15,,19528.54,19919.85,0
ЭК,10/2015,DE,15,,16124.71,15983.78,0
ЭК,12/2015,AM,15,,33922.98,35653.93,0
ЭК,11/2015,US,15,,21060,19257.75,0
ИМ,12/2015,ES,84,,34506.6,17036,0
ИМ,10/2015,UA,84,,27538.69,21038,0
ИМ,12/2015,CZ,84,,113763.53,1898,0
ИМ,10/2015,US,39,,1622.98,0.16,0
ИМ,11/2015,CN,39,,48729.29,21708.75,0
ИМ,10/2015,SE,59,,32290.49,497.5,0
ИМ,12/2015,CA,59,,155.57,0.29,0
ИМ,12/2015,IT,82,,2445.47,307.2,0
ИМ,11/2015,DE,82,,377.67,4.23,0
ЭК,11/2015,KZ,65,,60.49,21.12,0
ЭК,11/2015,UA,22,,22516.27,52623.81,0
ЭК,12/2015,AB,28,,462.27,937.65,0
ЭК,10/2015,AB,28,,403.17,749.1,0
ЭК,10/2015,DE,04,,17464.39,3312.26,0
ЭК,12/2015,DE,04,,43678.59,8592.5,0
ЭК,11/2015,DE,04,,18111.89,3276.88,0
ИМ,11/2015,CN,83,,7568.21,1574.19,0
ЭК,12/2015,UA,83,,256579.63,128283,0
ЭК,12/2015,UA,35,,2032.92,378.72,0
ЭК,12/2015,UA,38,,4789.85,7907.88,0
ИМ,11/2015,TR,38,,180,57.6,0
ЭК,10/2015,AB,38,,6788.64,15710.61,0
ЭК,12/2015,IL,38,,272404.43,684390,0
ИМ,11/2015,DE,38,,350.13,174.4,0
ЭК,12/2015,LT,44,,7990.04,2e4,0
ЭК,12/2015,DE,44,,5896.08,86324,0
ЭК,10/2015,CN,44,,132605.16,721857,0
ИМ,11/2015,IT,96,,5154.78,676.77,0
ИМ,10/2015,NL,72,,368134.9,350473,0
ИМ,10/2015,TR,70,,12515.32,6544.73,0
ИМ,12/2015,FI,68,,1284.71,45,0
ЭК,12/2015,LV,68,,1750.46,5275,0
ИМ,10/2015,FR,32,,105471.69,34e3,0
ИМ,12/2015,DE,32,,86895.98,21416.99,0
ЭК,12/2015,AB,32,,61.41,80.28,0
ИМ,11/2015,BY,69,,19942.47,10326.1,0
ИМ,11/2015,CN,69,,86647.91,260780,0
ИМ,10/2015,BY,69,,21045.18,11047.02,0
ИМ,11/2015,FI,94,,4246.03,90,0
ИМ,11/2015,ID,94,,25994,4414,0
ИМ,10/2015,TR,94,,30790.03,17498.7,0
ИМ,11/2015,CN,94,,34458.23,5588.35,0
ИМ,10/2015,US,25,,858.02,997.7,0
ИМ,12/2015,DE,27,,5111.44,1918.31,0
ИМ,11/2014,LU,84,,3335.46,4.04,0
ИМ,11/2014,CN,84,,1800.81,62.7,0
ИМ,10/2014,CN,84,,9970.39,365,0
ЭК,12/2014,KZ,84,,152535,28800,0
ЭК,10/2014,PL,09,,8842.4,2e4,0
ЭК,12/2014,TR,09,,24e3,24e3,0
ЭК,10/2014,CA,09,,33600,96e3,0
ИМ,12/2014,CN,39,,9253.52,2979,0
ИМ,10/2014,US,39,,40917.95,17210.36,0
ИМ,11/2014,CH,59,,19882.65,197.4,0
ИМ,12/2014,BY,33,,18236.2,1847,0
ИМ,11/2014,DE,85,,679.74,1.03,0
ИМ,11/2014,CH,85,,6378.44,1.8,0
ЭК,11/2014,KZ,85,,34120.62,568,0
ИМ,11/2014,CA,85,,68.62,0.21,0
ЭК,12/2014,KZ,65,,1642.27,528,0
ЭК,10/2014,AB,48,,82096.39,93110,0
ИМ,11/2014,TR,19,,408.27,200,0
ИМ,11/2014,US,90,,109.41,0.14,0
ЭК,12/2014,KZ,90,,25655.89,8490.2,0
ИМ,12/2014,GB,73,,9984.48,514,0
ИМ,11/2014,CH,73,,5735.67,1.69,0
ИМ,10/2014,DE,35,,147360.83,56254.14,0
ЭК,11/2014,AB,38,,1279.06,2390,0
ИМ,10/2014,TR,38,,1674,535.68,0
ИМ,12/2014,TR,38,,906,288,0
ЭК,12/2014,GE,44,,9e3,1650,0
ИМ,10/2014,US,34,,1964.8,318,0
ИМ,12/2014,DE,68,,8723.44,428.5,0
ИМ,12/2014,DE,32,,121955.58,31722.38,0
ИМ,10/2014,FR,32,,25958.75,5e3,0
ИМ,10/2014,IT,32,,73821.78,17600,0
ИМ,10/2014,IN,49,,1133.67,102.7,0
ИМ,11/2014,CH,74,,210.67,0.49,0
ИМ,11/2014,DE,40,,402.31,0.17,0
ИМ,11/2014,GE,08,,1480.6,2275,0
ИМ,12/2014,BY,64,,14505.39,790,0
ИМ,12/2014,IT,42,,1922.71,1.62,0
ИМ,11/2014,US,85,,85.47,0.21,0
ИМ,12/2014,DE,85,,5835.13,17.91,0
ЭК,11/2014,AB,28,,249.19,385,0
ИМ,11/2014,IN,29,,302.03,150,0
ИМ,11/2014,DE,90,,2472.68,0.83,0
ИМ,12/2014,CA,90,,11605.76,288.95,0
ИМ,11/2014,DE,38,,81.28,21.8,0
ЭК,10/2014,GE,44,,24531.04,10276.04,0
ЭК,11/2014,DE,44,,2361.55,21581,0
ИМ,12/2014,GB,34,,6370.03,2940,0
ИМ,10/2014,GB,72,,117249.8,85150,0
ИМ,12/2014,BY,72,,28210.25,20133.5,0
ИМ,11/2014,NL,68,,708.04,0.7,0
ИМ,12/2014,TR,32,,69017.04,24156.12,0
ИМ,12/2014,IT,32,,74859.2,17740,0
ИМ,10/2014,DE,32,,115854.31,33396.55,0
ИМ,11/2014,AR,23,,352540.66,561820,0
ИМ,11/2014,CH,69,,966.3,0.09,0
ИМ,12/2014,CN,69,,179917.34,565138.1,0
ЭК,10/2014,AM,94,,222.05,196,0
ИМ,10/2014,BY,84,,78000.3,55258.2,0
ЭК,11/2014,KZ,84,,35772,14760,0
ИМ,11/2014,CZ,84,,10933.25,86.4,0
ЭК,12/2014,CA,09,,36564,96e3,0
ЭК,10/2014,BY,39,,43027.5,41648,0
ЭК,11/2014,BY,39,,17223.97,18600,0
ЭК,12/2014,BY,85,,846.8,213,0
ИМ,10/2014,IN,61,,1085.43,60.2,0
ИМ,10/2014,SG,29,,2356.98,975,0
ЭК,12/2014,BY,90,,1632.09,581.76,0
ИМ,12/2014,IT,38,,2796.75,752,0
ЭК,11/2014,NL,38,,117202.51,209460,0
ЭК,10/2014,NL,38,,123364.08,230290,0
ИМ,11/2014,TR,54,,32438.61,12971.1,0
ИМ,12/2014,DE,38,,17813.62,5545.4,0
ЭК,12/2014,KG,10,,42651,67700,0
ЭК,11/2014,BY,62,,656.21,25,0
ИМ,10/2014,TR,34,,1998.72,423.84,0
ИМ,11/2014,DE,68,,12779.54,18499,0
ЭК,12/2014,LV,68,,1810.3,5295,0
ИМ,11/2014,CN,69,,335871.75,1058167,0
ИМ,10/2014,ES,69,,24483.04,46820,0
ИМ,11/2014,ES,69,,24829.92,46965,0
ИМ,10/2014,CN,94,,61840.82,17040.9,0
ИМ,10/2014,GE,08,,2090.17,2160,0
ИМ,10/2014,TR,08,,738190.04,593165,0
ИМ,11/2014,IN,25,,2320,5500,0
ИМ,11/2014,TR,17,,30343.85,21001,0
ИМ,11/2014,DE,27,,3685.07,899.54,0
ИМ,12/2014,DE,84,,45325.67,1481.22,0
ИМ,11/2014,DE,84,,1796.22,2.13,0
ИМ,12/2014,DE,39,,57673.77,19774.2,0
ИМ,11/2014,IN,39,,2057.5,860,0
ИМ,12/2014,IN,39,,1789.83,860,0
ИМ,12/2014,CA,39,,228.73,0.45,0
ИМ,10/2014,DE,59,,37708.97,497.5,0
ИМ,11/2014,CZ,85,,3146.43,9.9,0
ИМ,12/2014,SK,85,,614449.8,30200,0
ИМ,11/2014,TR,63,,232866.77,105162.2,0
ЭК,12/2014,GE,48,,13227.59,11750,0
ЭК,12/2014,AB,22,,8699.25,8560,0
ИМ,10/2014,IN,29,,5719.31,2990,0
ИМ,10/2014,UA,83,,27378.94,8907.4,0
ЭК,11/2014,UA,83,,36217.03,15983,0
ИМ,10/2014,IN,90,,50.25,10.2,0
ИМ,11/2014,CH,90,,8565.56,1.66,0
ИМ,12/2014,CA,73,,256.82,0.9,0
ИМ,12/2014,IN,73,,349.1,7.1,0
ИМ,10/2014,DE,38,,8500.62,2964.8,0
ЭК,12/2014,DE,44,,6616.03,64743,0
ЭК,11/2014,GE,44,,5400,990,0
ИМ,12/2014,CN,44,,15547.47,39600,0
ЭК,11/2014,TJ,10,,135716.87,270800,0
ИМ,10/2014,TR,72,,12578.98,10128,0
ИМ,12/2014,FR,72,,21238.61,19886,0
ИМ,10/2014,BY,70,,1661.58,6731.11,0
ИМ,10/2014,FI,68,,3050.07,85.5,0
ЭК,10/2014,LV,68,,2267.72,4200,0
ИМ,10/2014,IN,68,,34208.88,52666,0
ИМ,11/2014,TR,18,,232.16,75,0
ИМ,10/2014,TR,32,,116479.2,40570.56,0
ИМ,12/2014,SK,69,,80333.85,51859,0
ИМ,10/2014,CN,69,,258658.5,818341.74,0
ИМ,12/2014,CN,94,,17339,4359.5,0
ИМ,12/2014,IT,40,,129.82,0.75,0
ИМ,11/2014,TR,08,,562874.53,654199,0
ИМ,12/2014,TR,08,,332248.87,291558.2,0
ИМ,12/2014,IT,20,,69341.44,47820,0
ЭК,10/2014,AM,87,,2997.75,14255,0
ЭК,12/2014,UA,84,,68142.54,11470,0
ИМ,10/2014,FI,84,,22544.2,168,0
ИМ,10/2014,US,84,,588.74,0.23,0
ИМ,12/2014,DK,84,,22822.83,533,0
ЭК,11/2014,PL,09,,26140.1,6e4,0
ИМ,11/2014,CH,39,,5563.69,1.19,0
ИМ,10/2014,IN,39,,1672.86,650,0
ЭК,11/2014,BG,33,,386904.56,6331,0
ИМ,12/2014,DE,82,,5012.87,5.6,0
ЭК,12/2014,BY,65,,3059.22,1094.2,0
ЭК,12/2014,AB,48,,48246.34,72380,0
ИМ,11/2014,TR,21,,339.23,200,0
ИМ,10/2014,DE,29,,4590.46,1698.62,0
ЭК,12/2014,KZ,04,,124375.08,18229.39,0
ЭК,10/2014,AM,73,,1108.45,2825,0
ИМ,12/2014,IT,73,,40922.99,76.58,0
ИМ,11/2014,DE,35,,59215.95,18736.36,0
ИМ,10/2014,TR,35,,2876.88,812.55,0
ИМ,12/2014,DE,35,,119786.96,33941.96,0
ИМ,12/2014,CN,54,,43014.45,24096,0
ЭК,11/2014,KG,44,,94796.64,55885,0
ЭК,10/2014,FR,44,,67209.67,21576,0
ЭК,11/2014,TM,10,,51452,67700,0
ИМ,10/2014,GB,34,,4334.83,1960,0
ИМ,10/2014,FR,72,,21455.04,19981,0
ИМ,12/2014,SK,72,,260283.35,217507,0
ИМ,12/2014,ES,72,,137327.91,116081,0
ИМ,11/2014,SK,72,,193171.23,164128,0
ИМ,12/2014,BY,69,,33655.85,23054,0
ИМ,11/2014,ID,94,,46125.25,7697.35,0
ИМ,11/2014,SK,25,,5778.71,6500,0
ИМ,12/2014,IN,25,,3630,11e3,0
ИМ,12/2014,TR,25,,169625,2875e3,0
ИМ,12/2014,TR,17,,33275.28,19797.24,0
ИМ,10/2014,BY,64,,52632.64,1937.4,0
ИМ,12/2014,DE,27,,3769.14,1213.24,0
ИМ,12/2014,IN,84,,22941.73,374.1,0
ЭК,12/2014,BY,84,,74928.51,22595,0
ИМ,11/2014,DE,39,,32439.07,7711.33,0
ИМ,10/2014,DE,39,,71027.87,24586.51,0
ИМ,11/2014,IT,39,,915.91,4.04,0
ИМ,10/2014,SE,59,,27077.59,392.5,0
ИМ,11/2014,BY,33,,35221.79,2777.8,0
ЭК,10/2014,AM,85,,13734.14,540,0
ЭК,12/2014,KZ,85,,22692.32,1547,0
ЭК,10/2014,KZ,85,,26263.89,904,0
ИМ,12/2014,IT,82,,640.05,5.73,0
ИМ,12/2014,TR,63,,96133.58,41298.5,0
ЭК,11/2014,AB,22,,2533.22,2150.7,0
ИМ,10/2014,CN,29,,48762.5,17e3,0
ИМ,12/2014,IN,29,,3826.76,2e3,0
ИМ,10/2014,BY,83,,134933.14,40566,0
ЭК,12/2014,UA,83,,38451.45,17220,0
ИМ,12/2014,DK,73,,10739.64,141.5,0
ИМ,11/2014,CZ,73,,2658.86,33.6,0
ИМ,11/2014,DE,73,,653.7,1.24,0
ЭК,11/2014,AM,44,,26978.01,8400,0
ЭК,12/2014,UZ,10,,310245.53,541600,0
ИМ,12/2014,GB,72,,127642.61,95267,0
ИМ,10/2014,ES,72,,105491.13,86707,0
ИМ,12/2014,TR,56,,1534.67,495,0
ИМ,10/2014,DE,68,,25185.73,34874,0
ИМ,11/2014,IN,32,,10512.27,6125,0
ЭК,12/2014,DE,49,,77.19,40,0
ИМ,11/2014,DE,74,,179.97,0.22,0
ИМ,10/2014,ID,94,,25201,4334,0
ИМ,11/2014,CH,40,,72.99,0.02,0
ИМ,10/2014,RS,08,,40800,2e4,0
ИМ,10/2014,IN,25,,592.14,2e3,0
ЭК,10/2014,BY,84,,89075.92,22292,0
ЭК,12/2014,MN,84,,202e3,6982,0
ЭК,10/2014,AM,84,,33105.85,9845.5,0
ИМ,10/2014,TR,84,,233944.42,43296.48,0
ЭК,12/2014,GB,09,,9840,24e3,0
ИМ,11/2014,HU,39,,3791.69,0.14,0
ЭК,12/2014,BY,39,,16176,20136,0
ИМ,12/2014,DE,59,,20758.91,303,0
ИМ,11/2014,MX,85,,207.73,0.3,0
ИМ,11/2014,KR,85,,3996,7.49,0
ИМ,10/2014,IT,82,,269.21,2.8,0
ИМ,10/2014,TR,63,,194037.36,87872.7,0
ЭК,11/2014,AB,48,,67499.22,83950,0
ИМ,10/2014,IN,48,,75.38,19.5,0
ЭК,11/2014,DE,04,,25985.62,3507.2,0
ЭК,10/2014,DE,04,,33447.7,3819.17,0
ИМ,12/2014,GR,83,,11287.1,5937,0
ИМ,10/2014,DE,73,,2791.26,1488,0
ИМ,12/2014,TR,35,,678.48,110.07,0
ИМ,11/2014,CN,95,,9041.42,790,0
ЭК,12/2014,NL,38,,175143.51,314980,0
ЭК,10/2014,DE,44,,25589.58,70953,0
ЭК,10/2014,AM,44,,19204.15,5980,0
ИМ,11/2014,DE,34,,2667.46,515.16,0
ИМ,10/2014,DE,34,,1969.98,205.64,0
ИМ,12/2014,DE,34,,4241.52,635.45,0
ИМ,11/2014,ES,72,,109346.16,92906,0
ИМ,10/2014,VN,72,,138553.88,119443,0
ИМ,11/2014,ID,70,,805.76,77,0
ИМ,12/2014,DE,56,,888.81,40.59,0
ИМ,10/2014,CN,68,,18861.48,26345,0
ИМ,12/2014,TR,18,,10375.35,5179.76,0
ЭК,11/2014,AB,32,,126.01,120,0
ИМ,11/2014,DE,32,,66794.4,16782.41,0
ЭК,11/2014,UA,32,,1050.31,200,0
ИМ,10/2014,IN,32,,48365.31,24058.05,0
ИМ,11/2014,SK,69,,167869.08,113855,0
ИМ,11/2014,CN,94,,23100.15,9230,0
ЭК,12/2014,DE,94,,8.82,9.5,0
ИМ,12/2014,DK,40,,598.12,1.5,0
ИМ,10/2014,IT,40,,62.46,0.3,0
ИМ,11/2014,CZ,40,,381.36,8,0
ЭК,10/2014,AM,40,,461.38,169.5,0
ИМ,11/2014,RS,08,,40800,2e4,0
ИМ,12/2014,SK,25,,6613.82,8e3,0
ИМ,11/2014,BY,84,,48036.35,38781,0
ЭК,10/2014,KZ,84,,267926.89,58765,0
ИМ,11/2014,TR,84,,599680.95,43041.23,0
ИМ,12/2014,TR,84,,52583,22159,0
ИМ,11/2014,KR,84,,7214,2.52,0
ИМ,12/2014,BY,84,,18207.29,19403.9,0
ЭК,11/2014,NL,33,,261900,3600,0
ЭК,10/2014,NL,33,,351413.02,4320,0
ЭК,11/2014,GE,48,,6577.76,4245,0
ЭК,12/2014,DE,21,,1300.72,2115,0
ЭК,12/2014,AM,22,,10496.99,20412.02,0
ИМ,12/2014,SG,29,,1834.8,660,0
ИМ,12/2014,DE,29,,9396.05,3397.24,0
ЭК,12/2014,DE,04,,24624.76,3804.88,0
ИМ,10/2014,SK,73,,2754.81,116,0
ИМ,11/2014,FI,90,,63894.7,226.4,0
ИМ,12/2014,DE,73,,1013.57,4.91,0
ИМ,12/2014,GR,73,,17915.31,9696,0
ЭК,10/2014,KZ,44,,57713.57,20570,0
ИМ,10/2014,TR,54,,105406.67,39686.9,0
ЭК,12/2014,AM,44,,26655.83,9300,0
ИМ,11/2014,CN,44,,187871.06,468557.25,0
ИМ,10/2014,CN,44,,661268.72,1654365.75,0
ЭК,12/2014,FR,44,,67498.23,21703,0
ИМ,11/2014,ID,44,,469.9,46.78,0
ЭК,11/2014,AB,34,,143.22,375,0
ИМ,10/2014,SK,72,,397946.46,328202,0
ИМ,12/2014,VN,72,,41321.24,35771,0
ИМ,10/2014,NL,72,,243153.18,202806,0
ЭК,11/2014,LV,68,,2003.33,5040,0
ИМ,12/2014,IN,32,,4139.76,1485.56,0
ИМ,12/2014,AR,23,,1428537.05,2553550,0
ИМ,10/2014,NL,06,,62391.19,35760,0
ИМ,11/2014,BY,64,,19719.79,1080.98,0
ИМ,10/2013,FI,84,,71098.06,655.5,0
ИМ,11/2013,FR,84,,20629.3,1124,0
ЭК,11/2013,UA,84,,40560.32,8418,0
ИМ,10/2013,NL,84,,21223.58,504,0
ИМ,10/2013,KR,84,,10356.62,5.15,0
ИМ,12/2013,CN,84,,202962.79,39760,0
ИМ,12/2013,JP,84,,2547.44,5.06,0
ЭК,10/2013,KG,84,,233657.41,30828,0
ИМ,11/2013,DK,39,,527.15,0.15,0
ЭК,11/2013,BY,39,,38055.4,30580,0
ИМ,12/2013,PT,45,,90168.48,17765,0
ИМ,11/2013,CN,82,,40,18,0
ИМ,12/2013,SK,82,,41518.48,50,0
ЭК,12/2013,BY,65,,1558.78,369.6,0
ИМ,11/2013,TR,21,,13008.51,3590,0
ЭК,11/2013,KZ,22,,25573.84,19873.9,0
ЭК,11/2013,DE,04,,15018.41,1348.55,0
ЭК,12/2013,DE,04,,14644.96,1360.15,0
ИМ,11/2013,CN,73,,760,320,0
ЭК,11/2013,NL,38,,108464.01,145e3,0
ИМ,11/2013,TR,38,,38.4,11.52,0
