NAPR,PERIOD,STRANA,TNVED,EDIZM,STOIM,NETTO,KOL
ИМ,2018,TR,7318240009,,7,0,0
ИМ,2018,CA,8481900000,,5183,9,0
ИМ,2018,TR,8421230000,ШТ,322,21,49
ЭК,2018,KZ,8482109008,ШТ,150,1,4
ЭК,2018,KZ,7307111000,,192,32,0
ЭК,2018,GT,8207701000,,6458,202,0
ИМ,2018,CN,7315119000,,315,208,0
ИМ,2018,CN,3925908009,,147,16,0
ИМ,2015,CN,8525801900,ШТ,2051,25,33
ЭК,2015,TM,1512199002,,2265805,2155632,0
ЭК,2015,UZ,1515299000,,4526113,4304192,0
ИМ,2015,DE,8413708100,ШТ,8181,100,1
ЭК,2015,BY,1512199002,,546170,550305,0
ЭК,2015,AB,0403905309,,573740,693025,0
ЭК,2015,NL,0909220000,,43296,41000,0
ЭК,2015,AB,3307490000,,89,74,0
ИМ,2015,TR,9403903000,,54117,32186,0
ЭК,2015,AB,0405101100,,147239,36430,0
ИМ,2015,TR,9603500009,ШТ,488,34,240
ЭК,2015,UA,1512119101,,18392,18562,0
ИМ,2015,TR,2520200000,,233962,1958885,0
ЭК,2015,AB,3809101000,,738,851,0
ИМ,2015,TR,8419310000,ШТ,74000,21297,2
ИМ,2015,CZ,7013289000,ШТ,5505,1077,5616
ЭК,2015,UA,2009120001,,2644,4666,0
ЭК,2015,KZ,8432210000,ШТ,12832,4740,1
ЭК,2015,KZ,8531103000,ШТ,123967,3218,4251
ИМ,2015,DE,3208909109,,207861,67046,0
ЭК,2015,UA,3824909708,,5262,7554,0
ЭК,2015,AM,4805500000,,68239,157243,0
ИМ,2015,ES,8432900000,,179430,92058,0
ЭК,2015,AB,4819100000,,21989,31460,0
ЭК,2015,UZ,1006309400,,452507,855400,0
ИМ,2015,TR,3824905500,,978,525,0
ИМ,2015,DE,7308905900,,3570,1418,0
ЭК,2015,FR,3301294100,,916597,12120,0
ИМ,2015,DE,8460390000,ШТ,23675,490,1
ИМ,2015,TR,3926909200,,64,21,0
ИМ,2015,BY,6403999600,ПАР,52621,2016,2724
ИМ,2015,UA,7317006900,,3093,904,0
ИМ,2015,IT,7326909309,,1404,266,0
ИМ,2015,BG,7013379900,ШТ,1247,666,1920
ИМ,2015,IT,4016930005,,1733,8,0
ЭК,2015,DE,7318159009,,5,3,0
ИМ,2015,DE,4016999709,,923,0,0
ЭК,2015,PK,8483402309,ШТ,12400,994,1
ИМ,2015,TR,7013499900,ШТ,41841,20709,60794
ИМ,2015,UA,7310211101,1000 ШТ,361094,180180,4015
ИМ,2015,TR,7323999900,,2333,294,0
ИМ,2015,DE,3910000008,,15557,4140,0
ИМ,2015,FR,7013371000,ШТ,21291,6471,30822
ИМ,2015,BY,8418999000,,258,69,0
ИМ,2015,DE,7210122000,,1410292,1442657,0
ИМ,2015,PL,3402901009,,26407,13720,0
ИМ,2015,TR,2520100000,,1979,12000,0
ЭК,2015,UA,2202100000,Л,11954,88380,85514
ИМ,2015,BY,6402993100,ПАР,1995,60,156
ИМ,2015,BY,0405101100,,1230,302,0
ИМ,2015,CN,4011209001,ШТ,28771,13566,334
ИМ,2015,GB,7307931900,,1080,35,0
ИМ,2015,UA,8205591000,,3084,1545,0
ЭК,2015,UA,2009819500,,72,437,0
ИМ,2015,DE,5911321100,М2,83803,1229,829
ЭК,2015,AB,3824909708,,2881,3300,0
ИМ,2015,FI,9018499000,ШТ,3188,2,1
ИМ,2015,IT,7013289000,ШТ,11845,1067,6000
ИМ,2015,TR,6911100000,,159638,48998,0
ИМ,2015,TR,9603909100,ШТ,37495,7914,35153
ИМ,2015,AR,0813200000,,220500,112500,0
ИМ,2015,IE,8421990008,,20209,262,0
ИМ,2015,DE,2710198200,,13747,5157,0
ЭК,2015,UA,3209900000,,172,20,0
ЭК,2015,BY,1206009900,,19076,29763,0
ИМ,2015,CN,9403601009,ШТ,28069,11682,67
ИМ,2015,TR,3922100000,,1865,644,0
ЭК,2015,UA,2009619000,,224,1326,0
ИМ,2015,BR,3923299000,,130,12,0
ИМ,2015,TR,4911101009,,134,82,0
ИМ,2015,UA,8205200000,,5005,2339,0
ИМ,2015,TR,4016999709,,19,4,0
ИМ,2015,US,4016999709,,69,0,0
ИМ,2015,TR,3814009000,,2520,806,0
ИМ,2015,DE,3926909200,,4053,2,0
ИМ,2015,IT,0602209000,ШТ,787516,57692,664201
ИМ,2015,TR,9403890000,,2012,193,0
ИМ,2015,DE,9026202008,ШТ,96,0,1
ИМ,2015,IT,3924900009,,2405,395,0
ИМ,2015,CZ,4016999709,,3735,28,0
ИМ,2015,CN,8477300000,ШТ,24021,3640,2
ИМ,2015,CN,3924900009,,59,4,0
ИМ,2015,CZ,8479908000,,4426,30,0
ИМ,2015,TR,8480600000,,1150,247,0
ИМ,2015,BY,8466209100,,819,69,0
ЭК,2015,BY,8483908100,,866,50,0
ИМ,2015,TR,6303929000,М2,3559,113,536
ЭК,2015,UA,2009905908,,878,1929,0
ИМ,2015,CN,4011100001,ШТ,1919,665,100
ИМ,2015,TR,8416202000,ШТ,33017,1230,2
ИМ,2015,UA,8201400000,,2721,1284,0
ИМ,2015,DE,8415200009,ШТ,1200,42,2
ИМ,2015,IT,2102109000,,12165,665,0
ИМ,2015,UA,8428909000,ШТ,16769,1232,1
ЭК,2015,TR,2208601100,Л 100% СПИРТА,18735,22090,5664
ЭК,2015,KZ,8483402309,ШТ,3714,450,1
ИМ,2015,TR,4004000000,,3642,8000,0
ИМ,2015,IT,6307109000,,182,21,0
ИМ,2015,TR,9404291000,ШТ,243,27,1
ЭК,2016,EG,8431498009,,18957,20030,0
ИМ,2016,BY,6403999600,ПАР,41744,1474,2086
ИМ,2016,FR,7013379100,ШТ,13406,3416,7301
ИМ,2016,CN,9506999000,ШТ,23458,4897,5179
ИМ,2016,PL,3903909000,,153510,84000,0
ИМ,2016,CN,6203431100,ШТ,5706,365,590
ИМ,2016,UZ,1202410000,,205169,172666,0
ЭК,2016,AB,3824909708,,6364,8455,0
ИМ,2016,CN,8467293000,ШТ,526,22,10
ЭК,2016,UA,2204219700,Л,5235,6978,4572
ЭК,2016,KZ,2815120000,КГ NAOH,2405,3606,361
ЭК,2016,KZ,3307490000,,2852,1939,0
ИМ,2016,IN,8205700000,,336,124,0
ЭК,2016,UZ,1517909100,,233800,254642,0
ИМ,2016,CN,8202310000,,410,21,0
ЭК,2016,AB,0406108000,,18756,3536,0
ЭК,2016,BY,8481309909,,151,5,0
ИМ,2016,MY,8536419000,,30,0,0
ИМ,2016,CN,8481809908,,175,14,0
ЭК,2016,BY,8413608000,ШТ,245,2,1
ИМ,2016,DE,3911909900,,27834,1638,0
ИМ,2016,DE,7318169109,,38,0,0
ЭК,2016,AB,3809101000,,696,822,0
ИМ,2016,DE,8481809907,,208,0,0
ЭК,2016,KZ,8525801900,ШТ,15160,130,390
ИМ,2016,CN,8467190000,ШТ,1111,112,35
ЭК,2016,BY,7326903000,,428,29,0
ИМ,2016,UA,7323910000,,55510,18582,0
ИМ,2016,BY,8412218008,ШТ,93295,2571897,1045
ИМ,2016,PL,7318151000,,827,333,0
ИМ,2016,CN,8205591000,,83,7,0
ЭК,2016,GE,2009905908,,6902,19181,0
ИМ,2016,US,8481401000,,413,6,0
ЭК,2016,KZ,4418901000,,128957,60705,0
ИМ,2016,CN,4202929800,ШТ,1052,122,174
ЭК,2016,AB,0403109100,,6136,5576,0
ИМ,2016,IN,8537109900,,330,0,0
ЭК,2016,UA,3808942000,,18236,34198,0
ИМ,2016,IT,3208909109,,114155,35590,0
ИМ,2016,CN,6110309100,ШТ,3750,170,232
ЭК,2016,AB,5407201100,М2,266,124,2000
ЭК,2016,BY,8413504000,ШТ,430,6,2
ЭК,2016,DE,1512119101,,140098,132321,0
ИМ,2016,CN,8515190000,ШТ,2099,161,745
ЭК,2016,BY,7419999000,,767,11,0
ИМ,2016,DE,3208909109,,375703,120991,0
ИМ,2016,CH,5911901000,,1833,0,0
ИМ,2016,CN,9405102109,,11705,1641,0
ЭК,2016,GE,4409299100,М2,12187,16235,1199
ИМ,2016,CN,3917330009,,2582,260,0
ИМ,2016,TR,3204200000,,9900,3000,0
ЭК,2016,UA,1006309400,,4176,7653,0
ЭК,2016,BY,9603500009,ШТ,28,2,2
ИМ,2016,ID,8609009009,ШТ,3560,3800,1
ИМ,2016,CN,3917400009,,823,52,0
ИМ,2016,CH,7307910000,,237,0,0
ЭК,2016,BY,3917390008,,43,7,0
ИМ,2016,BY,8413602000,ШТ,425,15,1
ИМ,2016,IT,8208100000,,20806,280,0
ИМ,2016,CN,9503001009,,269870,72954,0
ЭК,2016,BY,9025198009,ШТ,29,3,5
ЭК,2016,BY,8537109900,,80,0,0
ИМ,2016,CN,8467229000,ШТ,3231,273,104
ИМ,2016,CN,3922900000,,668,129,0
ЭК,2016,KZ,7405000000,,73038,1642,0
ИМ,2016,CN,7415210000,,449,21,0
ИМ,2016,CN,6403400000,ПАР,40297,3814,3252
ИМ,2016,CN,9503009901,ШТ,1356,222,120
ИМ,2016,DE,8481808700,,440,0,0
ИМ,2016,CN,3920431009,,568,42,0
ЭК,2016,KZ,3809101000,,88,71,0
ИМ,2016,VN,6306120000,,3848,1069,0
ИМ,2016,HU,3926909709,,2387,0,0
ИМ,2016,US,4009110000,,1584,2,0
ИМ,2016,FI,9022130000,ШТ,4716,58,2
ЭК,2016,AB,7216611000,,58488,61146,0
ЭК,2016,BY,9032108900,ШТ,78,0,1
ИМ,2016,PL,8544429007,,240,23,0
ИМ,2016,US,8484900000,,305,0,0
ЭК,2016,BY,9032102000,ШТ,81,0,1
ИМ,2016,CN,8201900009,,242,50,0
ЭК,2016,UA,1104239900,,20736,33748,0
ИМ,2016,US,1210201000,,6168,240,0
ЭК,2016,GE,3824909708,,847,1321,0
ИМ,2016,CN,8205200000,,3294,873,0
ИМ,2016,IT,3924900009,,106,19,0
ИМ,2016,PL,9031809800,ШТ,67,8,100
ИМ,2016,TR,8433900000,,742,240,0
ЭК,2016,TJ,4409299100,М2,10960,25165,2149
ЭК,2016,TR,4401310000,,300,150,0
ИМ,2016,CN,8425490000,ШТ,136,47,15
ИМ,2016,TR,8465912000,ШТ,17328,1590,1
ИМ,2016,CN,6804210000,,27,0,0
ЭК,2016,CN,4407920000,М3,29770,118849,177
ИМ,2016,CN,8480710000,,232217,29161,0
ИМ,2016,US,7318157009,,409,2,0
ИМ,2016,TW,8205600000,,111,3,0
ЭК,2016,AB,2208601100,Л 100% СПИРТА,10972,11774,2640
ИМ,2016,BY,8481805990,,68,1,0
ИМ,2016,ID,9403601009,ШТ,110923,20375,689
ЭК,2016,AB,3921110000,,2862,1505,0
ИМ,2016,BY,7013419000,ШТ,204,102,116
ИМ,2016,CN,9030899009,ШТ,215,2,10
ИМ,2016,BY,6403999100,ПАР,5675,143,300
ЭК,2016,KZ,8529108000,,627,25,0
ЭК,2016,KZ,8531908500,,98,1,0
ИМ,2016,CN,7318290009,,98,11,0
ЭК,2016,VN,1512199002,,24290,25677,0
ИМ,2016,KR,9016001000,ШТ,225,1,1
ИМ,2016,CN,8466108000,,186,49,0
ИМ,2016,IT,8413607000,ШТ,13981,228,2
ИМ,2016,FR,7013491000,ШТ,26332,8130,36310
ИМ,2016,CN,8206000000,,4525,573,0
ИМ,2016,CN,9030339100,ШТ,110,4,137
ЭК,2016,AM,1512199002,,44762,49919,0
ИМ,2016,DE,8439991000,,104626,6046,0
ИМ,2016,CN,8525801900,ШТ,153958,2849,5910
ИМ,2016,CA,8481209009,,265,2,0
ИМ,2016,US,7419910000,,38,0,0
ИМ,2016,TW,9403208009,,2618,639,0
ИМ,2016,BG,7013499900,ШТ,288,78,1440
ИМ,2016,CN,8460390000,ШТ,465,50,24
ИМ,2016,IT,8421197009,ШТ,3391,1477,1
ИМ,2016,CN,8413708100,ШТ,1149,205,8
ЭК,2016,AM,3506910000,,632,260,0
ИМ,2016,CH,8546901000,,41,0,0
ЭК,2016,AM,4412329000,М3,14048,39700,60
ИМ,2016,IT,8441300000,ШТ,92761,2850,1
ЭК,2016,KG,1806901900,,9356,4079,0
ЭК,2016,GE,1515299000,,351,285,0
ЭК,2016,KG,1905311900,,5346,2750,0
ИМ,2016,HK,8712003000,ШТ,79189,23518,1220
ЭК,2016,SY,1006309800,,57200,100000,0
ИМ,2016,CN,8213000000,,74,3,0
ИМ,2016,UA,3925901000,,4985,1975,0
ИМ,2016,TW,9026108100,ШТ,163,8,5
ИМ,2016,TR,7307910000,,200,29,0
ЭК,2016,CN,1512119101,,117132,121364,0
ИМ,2016,GB,8481809908,,2600,54,0
ИМ,2016,CN,8544700000,,75,0,0
ЭК,2016,BY,2002903100,,1828,1818,0
ИМ,2016,BY,8537109100,,57,0,0
ИМ,2016,CA,8484900000,,1923,0,0
ИМ,2016,CN,8536419000,,50,0,0
ИМ,2016,CN,8536201008,,40,1,0
ИМ,2016,SI,7013491000,ШТ,771,254,684
ИМ,2016,DE,8422300008,ШТ,477372,11958,1
ЭК,2016,BY,2827499000,,213,15,0
ИМ,2016,PL,3917239009,,20066,7792,0
ЭК,2017,UA,2009419900,,5425,12826,0
ЭК,2017,AB,2202991900,Л,17556,37977,33646
ЭК,2017,AB,1512199002,,15496,17565,0
ЭК,2017,UA,1006306709,,2020,2737,0
ЭК,2017,DE,0406108000,,225312,27304,0
ЭК,2017,AZ,1005900000,,23645,39191,0
ЭК,2017,AB,0403905102,,399665,499597,0
ЭК,2017,AB,1517909300,,90349,22777,0
ИМ,2017,IT,0602208000,ШТ,12902,2827,167
ЭК,2017,UA,1006309400,,3719,5881,0
ЭК,2016,BY,3926909707,,559,20,0
ЭК,2016,BY,8481809907,,304,12,0
ЭК,2017,KG,3402209000,,4836,5676,0
ИМ,2017,CN,8205200000,,2415,725,0
ИМ,2017,CN,8211930000,ШТ,1512,201,3826
ЭК,2017,AB,7326906000,,115,40,0
ИМ,2017,DE,7210122000,,92535,95485,0
ЭК,2017,AB,7317006000,,2508,2710,0
ИМ,2017,CN,3926400000,,2160,398,0
ИМ,2017,UA,3926400000,,19494,5209,0
ИМ,2017,DE,3909509000,,49446,7925,0
ЭК,2017,AM,6116102000,ПАР,20,7,99
ИМ,2017,BY,6403993600,ПАР,2555,73,115
ИМ,2017,SE,5911321100,М2,157965,2678,2280
ИМ,2017,CN,4411929000,М2,3237093,8023571,955530
ЭК,2017,AM,4412319009,М3,9224,20000,30
ИМ,2017,TR,3926909709,,2648,273,0
ЭК,2017,AM,4407119300,М3,2804,11120,18
ЭК,2017,CN,4403911000,М3,991676,3883983,4194
ИМ,2017,CN,8443321009,ШТ,3517,40,1
ИМ,2017,CN,8414900000,,404,36,0
ИМ,2017,CN,8208900000,,405,6,0
ИМ,2017,BY,6403999600,ПАР,28496,900,1306
ИМ,2017,TR,8483402309,ШТ,1691,245,10
ЭК,2017,KZ,8504409000,ШТ,140,3,2
ЭК,2017,BY,8483402900,ШТ,776976,154083,58
ИМ,2017,CN,8505199000,,162,5,0
ЭК,2017,UA,2009909800,,24060,72240,0
ЭК,2017,AM,2520200000,,752,4050,0
ИМ,2017,DE,3901300000,,118470,28976,0
ЭК,2017,KZ,9028100000,ШТ,694,15,2
ИМ,2017,CN,8708409909,,551,295,0
ИМ,2017,CZ,9027801700,ШТ,9733,20,1
ЭК,2017,KZ,8531109500,ШТ,6246,36,108
ИМ,2017,DE,8516808000,ШТ,351,0,20
ЭК,2017,KZ,8525801900,ШТ,5023,92,140
ЭК,2017,KZ,8708803502,,253,7,0
ЭК,2017,BY,6206300000,ШТ,98,3,22
ИМ,2017,BY,6402919000,ПАР,3750,105,180
ЭК,2017,BY,1005900000,,75009,106142,0
ЭК,2017,AM,1001190000,,106681,1045230,0
ЭК,2017,CN,1512119109,,4713827,6029640,0
ИМ,2017,PL,3926200000,,57,10,0
ЭК,2017,AM,3921120000,,320,270,0
ИМ,2017,IT,3926909709,,7541,82,0
ЭК,2017,GE,4409299200,М2,2640,2633,176
ЭК,2017,UA,3206497000,,2383,2336,0
ЭК,2017,KZ,3808942000,,3127,6158,0
ИМ,2017,DE,3209900000,,8296,1730,0
ЭК,2017,GE,3214900009,,1354,10575,0
ИМ,2017,ES,2515120000,,8795,24000,0
ИМ,2017,CN,6805200000,,18,1,0
ЭК,2017,KZ,7007111009,,338,17,0
ИМ,2017,ES,7013371000,ШТ,651,331,1140
ИМ,2017,BE,6805300009,,2903,144,0
ИМ,2017,CN,9405990008,,38,9,0
ЭК,2017,CN,2103909009,,1984,1641,0
ИМ,2017,CN,9405209109,,1184,254,0
ИМ,2017,CN,9024109000,ШТ,442,65,1
ИМ,2017,TR,7323930000,,66099,7267,0
ИМ,2017,CN,8481807399,,9935,883,0
ЭК,2017,BY,8523210000,ШТ,70,12,300
ИМ,2017,CN,8536908500,,77,7,0
ИМ,2017,PL,8544429007,,136,17,0
ЭК,2017,BY,7604109000,,22694,6272,0
ИМ,2017,TW,7615108009,,256,22,0
ИМ,2017,TR,4418998000,,34031,24981,0
ЭК,2017,AM,3926909709,,42,22,0
ИМ,2017,BY,3303001000,,35352,1166,0
ИМ,2017,BG,7013289000,ШТ,264,94,312
ИМ,2017,IT,0602909900,ШТ,1751,472,47
ЭК,2017,GE,1512199002,,24374,23890,0
ИМ,2017,CN,9603909900,ШТ,1792,344,2310
ИМ,2017,CN,9603909100,ШТ,15423,1889,3966
ЭК,2017,KZ,2530100000,,56761,463750,0
ЭК,2017,BY,2009905908,,53123,69696,0
ЭК,2017,GT,8483602000,ШТ,45560,3430,2
ИМ,2017,CN,8544499101,,95,0,0
ИМ,2017,SE,8419500000,ШТ,40085,2497,3
ИМ,2017,TW,8205400000,,686,43,0
ИМ,2017,CN,7318149900,,515,50,0
ИМ,2017,CN,7320208508,,52,9,0
ИМ,2017,IT,8215201000,,5329,217,0
ИМ,2017,TR,8516609000,ШТ,1436,100,7
ЭК,2017,KZ,8517180000,ШТ,150,1,1
ЭК,2017,BY,8432900000,,1835,574,0
ИМ,2017,DE,8481209009,,2924,9,0
ИМ,2017,CN,8424900000,ШТ,72,7,96
ИМ,2017,IT,8433205000,ШТ,22041,1555,2
ЭК,2017,AB,7326909807,,3037,21,0
ИМ,2017,DE,7308905900,,22820,7680,0
ИМ,2017,AT,7326909807,,19230,4799,0
ИМ,2017,CN,8305200000,,1212,375,0
ИМ,2017,CN,6307909800,,278,11,0
ИМ,2017,BY,6402993900,ПАР,2420,56,150
ЭК,2017,AM,1806901900,,6119,2628,0
ЭК,2017,UA,1512199002,,185080,214422,0
ЭК,2017,BY,2009120008,,1011,2994,0
ЭК,2017,BY,2009611002,,4855,6345,0
ИМ,2017,UA,9401790009,ШТ,17323,7401,2682
ИМ,2017,CN,9405109808,,11486,1475,0
ИМ,2017,CN,9017809000,ШТ,1527,132,1032
ЭК,2017,AM,3214101001,,328,101,0
ИМ,2017,ES,7326909409,,436,21,0
ИМ,2017,CN,3916200000,,5835,623,0
ЭК,2017,GE,3307490000,,634,407,0
ЭК,2017,BY,6209200000,,54,2,0
ИМ,2017,IT,7320208108,,1476,1,0
ИМ,2017,TR,7013499900,ШТ,9092,5492,11958
ИМ,2017,GB,8482500009,ШТ,603,1,6
ИМ,2017,CN,9603401000,ШТ,13474,2851,91688
ЭК,2017,FR,3301294100,,399140,7500,0
ИМ,2017,DE,8536900100,,3937,1,0
ЭК,2017,AM,8480710000,,877,2200,0
ЭК,2017,AM,8413302008,,10,1,0
ЭК,2017,CN,4910000000,,21,25,0
ЭК,2017,AM,4811412000,,32,9,0
ЭК,2017,KG,3402202000,,7,13,0
ЭК,2017,AM,3923309090,,35,25,0
ЭК,2017,KZ,0909620001,,10,1,0
ЭК,2017,BY,1905320500,,634,325,0
ЭК,2017,BY,1702190000,,19,1,0
ИМ,2017,BY,7013491000,ШТ,249,62,92
ЭК,2017,AM,6907229005,М2,329,895,895
ИМ,2017,CN,8708809909,,673,110,0
ИМ,2017,GB,8545200000,,273,0,0
ИМ,2017,BY,7013379900,ШТ,7,5,1
ЭК,2017,KZ,8467111000,ШТ,125,3,40
ИМ,2017,TW,8467119000,ШТ,1445,65,28
ИМ,2017,CN,8477200000,ШТ,58957,8994,1
ИМ,2017,IT,7616999008,,151,36,0
ИМ,2017,CN,8201500000,,19382,1805,0
ИМ,2017,TR,3923100000,,808,157,0
ЭК,2017,AM,3307490000,,506,277,0
ЭК,2017,LB,1001990000,,5782643,34284478,0
ИМ,2017,MD,2204299601,Л,28892,48970,48970
ЭК,2017,CN,1905319900,,17534,8370,0
ИМ,2017,DE,8537109100,,1490,2,0
ИМ,2017,CN,8481201009,,82,15,0
ИМ,2017,CN,6907229009,М2,14760,24092,991
ЭК,2017,AM,6907239009,М2,226,716,48
ИМ,2017,TW,8205700000,,107,25,0
ИМ,2017,CN,8412218008,ШТ,6411,1249,140
ЭК,2017,AM,6910900000,ШТ,898,834,88
ИМ,2017,TW,4016930005,,27,0,0
ИМ,2017,CN,8483102909,ШТ,1120,645,90
ИМ,2017,CN,8466209800,,492,100,0
ЭК,2017,IL,4819300001,,75,150,0
ИМ,2017,CN,7308300000,,21641,10671,0
ИМ,2017,TR,7326199009,,149,14,0
ИМ,2017,DE,7326904000,,6643,340,0
ЭК,2017,AM,8202390000,,26,3,0
ИМ,2017,TW,8204200000,,7284,905,0
ИМ,2017,DE,8412218008,ШТ,6423,37,1
ИМ,2017,CN,8203100000,,1955,146,0
ИМ,2017,CN,6110309100,ШТ,136,6,8
ЭК,2017,KZ,8536490000,,25,1,0
ЭК,2017,AB,0401401000,,210,71,0
ИМ,2017,DE,8439990000,,83501,4205,0
ИМ,2017,CN,9017801000,ШТ,4109,719,3402
ЭК,2017,BY,7318169109,,1,0,0
ИМ,2017,DE,3907999000,,893,504,0
ИМ,2017,CN,9405409908,,51266,8194,0
ИМ,2017,DE,2917340000,,256,50,0
ИМ,2017,SI,7013491000,ШТ,942,305,960
ИМ,2017,IN,6802230000,,20080,25445,0
ИМ,2017,CN,6802999000,,665,2016,0
ИМ,2017,BY,7013375900,ШТ,94,13,7
ЭК,2017,AM,6907409005,М2,237,842,54
ЭК,2017,AM,6506101000,ШТ,611,183,520
ЭК,2017,AM,6305339000,,0,0,0
ИМ,2017,CN,4202918000,ШТ,36,2,2
ЭК,2017,AM,8207903000,,8,1,0
ИМ,2017,UA,8207301000,,1012,9,0
ИМ,2017,TW,8204110000,,728,50,0
ЭК,2017,KZ,8471500000,ШТ,396,1,2
ИМ,2017,DE,9031803400,ШТ,1447,1,8
ЭК,2017,RS,1005900000,,20556,40824,0
ИМ,2017,SY,0809290000,,28454,19000,0
ИМ,2017,CN,8507208001,ШТ,1459,26,6
ЭК,2017,KZ,3403199000,,51,1,0
ИМ,2017,GB,3901109000,,275,15,0
ИМ,2017,BE,4010350000,,105,0,0
ЭК,2017,AB,2715000000,,7898,6480,0
ИМ,2017,IT,9403208009,,114,27,0
ИМ,2017,DE,8716398003,ШТ,10053,13510,2
ИМ,2017,US,9025900008,,149,0,0
ИМ,2017,TW,9031809100,ШТ,932,1,2
ИМ,2017,TR,7307991000,,75,2,0
ИМ,2017,FR,7010906109,ШТ,4501,1091,2364
ИМ,2017,CN,8458112009,ШТ,54934,3690,1
ЭК,2017,KZ,8512200009,ШТ,210,3,2
ИМ,2017,CN,8413200000,ШТ,944,166,85
ЭК,2017,MD,7318159009,,12,1,0
ИМ,2017,BE,7318290009,,141,0,0
ИМ,2017,IT,7326909409,,2023,0,0
ЭК,2018,UA,3403990000,,4735,5680,0
ИМ,2018,TR,2530100000,,273295,4740000,0
ЭК,2018,UA,2009509008,,42176,119185,0
ИМ,2018,US,6815109008,,1383,0,0
ИМ,2018,CN,7326909409,,4781,1971,0
ЭК,2017,KZ,3923509000,,221,15,0
ИМ,2017,CN,3922900000,,433,54,0
ЭК,2017,KZ,9030400000,ШТ,497,3,2
ЭК,2018,KZ,8471410000,ШТ,277,1,8
ИМ,2018,TR,8483502000,ШТ,8368,2169,183
ИМ,2018,CN,8467190000,ШТ,1032,50,28
ИМ,2017,SE,8428399009,ШТ,6807,810,1
ИМ,2017,GB,7320208108,,47,0,0
ИМ,2018,CN,9503007000,ШТ,53707,8925,33966
ИМ,2018,CN,8481100500,,603,31,0
ИМ,2018,CN,9503005500,,5291,860,0
ИМ,2018,CN,7318190009,,1741,1095,0
ЭК,2018,AB,7307939100,,2713,1080,0
ЭК,2018,KZ,8483402900,ШТ,629546,85021,43
ИМ,2018,CN,8427101000,ШТ,14000,4300,1
ИМ,2018,CN,8211930000,ШТ,678,67,678
ЭК,2018,KZ,8521900009,ШТ,2734,36,13
ЭК,2018,AB,7326906000,,1997,726,0
ЭК,2018,BY,6209200000,,226,13,0
ИМ,2018,BY,6402993100,ПАР,372,10,24
ИМ,2018,CN,6907219009,М2,1123863,2524711,119392
ИМ,2018,CN,7325999009,,14045,6695,0
ЭК,2018,AB,3402209000,,40421,99739,0
ИМ,2018,IN,3214900009,,2901,1670,0
ИМ,2018,CN,9603909900,ШТ,1605,523,5270
ИМ,2018,DE,9603409000,ШТ,615,14,101
ИМ,2018,BY,9603909900,ШТ,743,208,600
ЭК,2018,UA,2009899900,,30788,93064,0
ЭК,2018,BY,8531103000,ШТ,14220,634,1860
ЭК,2018,AB,2836200000,,350,592,0
ИМ,2018,DE,3404900009,,2645,418,0
ЭК,2018,KZ,3707909000,,198,6,0
ЭК,2018,AM,0602904800,ШТ,593,338,24
ЭК,2018,UA,3912310000,,6482,2900,0
ИМ,2018,DE,3905120000,,159359,89230,0
ЭК,2018,AZ,0403905900,,37209,38461,0
ИМ,2018,US,3926909200,,425,2,0
ИМ,2018,TR,4821109000,,13,4,0
ЭК,2018,UA,2009120008,,20328,59308,0
ИМ,2018,PL,9017203900,ШТ,243,29,300
ЭК,2018,KZ,3307200000,,7,0,0
ИМ,2018,US,3926909709,,249,1,0
ИМ,2018,CN,8302500000,,1458,141,0
ИМ,2018,CZ,7013375900,ШТ,4770,837,2512
ИМ,2018,BY,6401929000,ПАР,55,64,10
ИМ,2018,CN,8201600000,,946,150,0
ЭК,2018,BY,6101209000,ШТ,206,7,25
ИМ,2018,IT,8208900000,,3163,14,0
ИМ,2018,CN,8205598099,,9382,2147,0
ИМ,2018,IT,8433900000,,938,96,0
ЭК,2018,AM,8309909000,,25054,12324,0
ИМ,2018,CN,4421100000,ШТ,18526,5400,45098
ЭК,2018,AB,7216911000,,6179,3014,0
ИМ,2018,GB,7318158100,,1,0,0
ИМ,2018,TR,9404219000,ШТ,86,8,8
ИМ,2018,DE,3814009000,,12546,3455,0
ЭК,2018,UA,2202991900,Л,161530,461752,415093
ИМ,2018,US,9029100009,,2377,0,0
ЭК,2018,AB,2811210000,,9082,52940,0
ЭК,2018,GE,3824999609,,6545,8513,0
ИМ,2018,FR,3214101009,,50753,18000,0
ЭК,2018,DE,1209991010,,54630,2090,0
ЭК,2018,UA,3204900000,,841,923,0
ЭК,2018,AM,2009899900,,5704,11979,0
ЭК,2018,PL,0909220000,,21562,60000,0
ИМ,2018,FI,9018410000,ШТ,29708,354,2
ИМ,2018,US,8541409000,ШТ,1176,0,10
ИМ,2018,CN,9611000000,,61,6,0
ИМ,2018,CN,7323930000,,3482,908,0
ЭК,2018,BY,2106905900,,85,4,0
ЭК,2018,KZ,3402209000,,49058,61131,0
ЭК,2018,UA,2009896900,,51,159,0
ИМ,2018,CN,7304318009,,967,212,0
ИМ,2018,TR,7326909807,,1080,110,0
ИМ,2018,CN,8413308008,ШТ,12798,4255,584
ИМ,2018,GB,8208900000,,16575,25,0
ИМ,2018,CN,8207506000,,2211,206,0
ЭК,2018,LT,4416000000,,11006,20000,0
ИМ,2018,TR,7013289000,ШТ,2719,516,2640
ИМ,2018,CN,8515110000,ШТ,126,10,29
