....................
KOD,SIMPLE_NAM
02071210,"МЯСО ДОМАШНЕЙ ПТИЦЫ, НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ,ЗАМОРОЖЕННЫЕ,ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ,НО С ШЕЙКОЙ, СЕРДЦЕМ,ПЕЧЕНЬЮ И МУСКУЛЬНЫМ ЖЕЛУДКОМ, ПРЕДСТАВЛЕННЫЕ КАК 70%-ЫЕ ЦЕПЛЯТА"
0207121001,"ОЩИП.И ПОТР,БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, НО С ШЕЙКОЙ,СЕРДЦЕМ,ПЕЧЕНЬЮ И МУСКУЛЬНЫМ ЖЕЛУДКОМ,ПРЕДСТ.КАК ""70%-НЫЕ ЦЫПЛЯТА"", НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, МОРОЖЕНЫЕ,ПРИ НАЛИЧИ ЛИЦЕН.,ВЫДАН.КОМП.ОРГАНАМИ"
0207121009,"ПРОЧИЕ ОЩИПАННЫЕ И ПОТРОШЕННЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, НО С ШЕЙКОЙ, СЕРДЦЕМ, ПЕЧЕНЬЮ И МУСКУЛЬНЫМ ЖЕЛОДКОМ, ПРЕДСТАВЛЕННЫЕ КАК ""70%-НЫЕ ЦЫПЛЯТА"", НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, МОРОЖЕНЫЕ"
02071290,"МЯСО ДОМАШНЕЙ ПТИЦЫ,НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, ЗАМОРОЖЕННЫЕ ОЩИПАННЫЕ И ПОТРОШЕНЫЕ,БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ,ШЕЙКИ, СЕРДЦА,ПЕЧЕНИ И МУСКУЛЬНЫХ ЖЕЛУДКА, ПРЕДСТАВЛЕННЫЕ КАК 65%-НЫЕ ЦЫПЛЯТА"
0207129001,"ОЩИП.И ПОТР., БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ И БЕЗ ШЕЙКИ,СЕРДЦА,ПЕЧЕНИ И МУСКУЛЬНОГО ЖЕЛУДКА, ПРЕДСТ. КАК ""65%-НЫЕ ЦЫПЛЯТА"",ИЛИ ПРЕДСТАВЛ.В К-Л ДР.РАЗДЕЛКЕ,ПРИ НАЛИЧИИ ЛИЦЕН.,ВЫДАН.КОМП.ОРГАНАМИ"
0207129009,"ПРОЧИЕ ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ И БЕЗ ШЕЙКИ, СЕРДЦА, ПЕЧЕНИ И МУСКУЛЬНОГО ЖЕЛУДКА, ПРЕДСТАВЛЕННЫЕ КАК ""65%-НЫЕ ЦЫПЛЯТА"",ИЛИ ПРЕДСТАВЛЕННЫЕ В КАКОЙ-ЛИБО ДРУГОЙ РАЗДЕЛКЕ"
020713,"ЧАСТИ ТУШЕК И СУБПРОДУКТЫ ДОМАШНИХ КУР, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02071310,МЯСО ОБВАЛЕННОЕ
0207131001,"ОБВАЛЕННЫЕ ЧАСТИ ТУШЕК КУР ДОМАШНИХ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207131009,"ПРОЧИЕ ОБВАЛЕННЫЕ ЧАСТИ ТУШЕК КУР ДОМАШНИХ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02071320,ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ
0207132001,"ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ ТУШЕК ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ,ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207132009,"ПРОЧИЕ ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ ТУШЕК ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02071330,"КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО"
0207133001,"КРЫЛЬЯ ЦЕЛЬНЫЕ С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, ДОМАШНИХ КУР ВИДА GALLUS OMESTICUS, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ,ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207133009,"ПРОЧИЕ КРЫЛЬЯ ЦЕЛЬНЫЕ С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, ДОМАШНИХ КУР ВИДА GALLUS OMESTICUS, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02071340,"СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ"
0207134001,"СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, НЕОБВАЛЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS ПРИ НАЛИЧ.ЛИЦЕН.,ВЫДАН.КОМП.ОРГАНАМИ"
0207134009,"ПРОЧИЕ СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, НЕОБВАЛЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
02071350,ГРУДКИ И КУСКИ ИЗ НИХ
0207135001,"ГРУДКИ И КУСКИ ИЗ НИХ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, НЕОБВАЛЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUSПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207135009,"ПРОЧИЕ ГРУДКИ И КУСКИ ИЗ НИХ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, НЕОБВАЛЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
02071360,НОЖКИ И КУСКИ ИЗ НИХ
0207136001,"НОЖКИ И КУСКИ ИЗ НИХ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, НЕОБВАЛЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUSПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207136009,"ПРОЧИЕ НОЖКИ И КУСКИ ИЗ НИХ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, НЕОБВАЛЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
02071370,МЯСО ОБВАЛЕННОЕ ПРОЧИЕ
0207137001,"НЕОБВАЛЕННЫЕ ЧАСТИ ТУШЕК, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ДОМАШНЕЙ КУР ВИДА GALLUS DOMESTICUS ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207137009,"ПРОЧИЕ НЕОБВАЛЕННЫЕ ЧАСТИ ТУШЕК, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ДОМАШНЕЙ КУР ВИДА GALLUS DOMESTICUS"
02071391,"ЧАСТИ ТУШЕК И СУБПРОДУКТЫ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ,ПЕЧЕНЬ"
0207139101,"ПЕЧЕНЬ, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207139109,"ПРОЧАЯ ПЕЧЕНЬ, СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
02071399,СУБПРОДУКТЫ ПРОЧИЕ
0207139901,"ПРОЧИЕ СУБПРОДУКТЫ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207139909,"ПРОЧИЕ СУБПРОДУКТЫ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
020714,"ЧАСТИ ТУШЕК И СУБПРОДУКТЫ ДОМАШНИХ КУР, МОРОЖЕНЫЕ"
02071410,МЯСО ОБВАЛЕННОЕ
0207141001,"ЧАСТИ ТУШЕК, ОБВАЛЕННЫЕ, МОРОЖЕНЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207141009,"ПРОЧИЕ ЧАСТИ ТУШЕК, ОБВАЛЕННЫЕ, МОРОЖЕНЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
02071420,"ЧАСТИ ТУШЕК И СУБПРОДУКТЫ, ЗАМОРОЖЕННЫЕ ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ"
0207142001,"НЕОБВАЛЕННЫЕ ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ, МОРОЖЕНЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207142009,"ПРОЧИЕ НЕОБВАЛЕННЫЕ ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ, МОРОЖЕНЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
02071430,"МЯСО ОБВАЛЕННОЕ КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО"
0207143001,"КРЫЛЬЯ ЦЕЛЬНЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207143009,"ПРОЧИЕ КРЫЛЬЯ ЦЕЛЬНЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
02071440,"МЯСО ОБВАЛЕННОЕ СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ    КОНЦЫ КРЫЛЬЕВ"
0207144001,"СПИНКИ,ШЕЙКИ,СПИНКИ ВМЕСТЕ С ШЕЙКОЙ,ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ,НЕОБВАЛЕННЫЕ, МОРОЖЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207144009,"ПРОЧИЕ СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ,НЕОБВАЛЕННЫЕ, МОРОЖЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
02071450,МЯСО ОБВАЛЕННОЕ ГРУДКИ И КУСКИ ИЗ НИХ
0207145001,"ГРУДКИ И КУСКИ ИЗ НИХ, НЕОБВАЛЕННЫЕ, МОРОЖЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUSПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207145009,"ПРОЧИЕ ГРУДКИ И КУСКИ ИЗ НИХ, НЕОБВАЛЕННЫЕ, МОРОЖЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
02071460,НЕОБВАЛЕННЫЕ НОЖКИ И КУСКИ ИЗ НИХ
0207146001,"НОЖКИ И КУСКИ ИЗ НИХ, НЕОБВАЛЕННЫЕ, МОРОЖЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207146009,"ПРОЧИЕ НОЖКИ И КУСКИ ИЗ НИХ, НЕОБВАЛЕННЫЕ, МОРОЖЕННЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
02071470,НЕОБВАЛЕННЫЕ ПРОЧИЕ
0207147001,"ПРОЧИЕ НЕОБВАЛЕННЫЕ ЧАСТИ ТУШЕК, МОРОЖЕНЫЕ, ДОМАШИХ КУР ВИДА GALLUS DOMESTICUS ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207147009,"ПРОЧИЕ НЕОБВАЛЕННЫЕ ЧАСТИ ТУШЕК, МОРОЖЕНЫЕ, ДОМАШИХ КУР ВИДА GALLUS DOMESTICUS"
02071491,СУБПРОДУКТЫ ПЕЧЕНЬ
0207149101,"ПЕЧЕНЬ, МОРОЖЕНАЯ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207149109,"ПРОЧАЯ ПЕЧЕНЬ, МОРОЖЕНАЯ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
02071499,СУБПРОДУКТЫ ПРОЧИЕ
0207149901,"ПРОЧИЕ СУБПРОДУКТЫ, МОРОЖЕНЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207149909,"ПРОЧИЕ СУБПРОДУКТЫ, МОРОЖЕНЫЕ, ДОМАШНИХ КУР ВИДА GALLUS DOMESTICUS"
020724,"ТУШКИ ИНДЕЕК НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02072410,"МЯСО ИНДЕЕК НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, НО С ШЕЙКОЙ, СЕРДЦЕМ, ПЕЧЕНЬЮ И МУСКУЛЬНЫМ ЖЕЛУДКОМ, ПРЕДСТАВЛЕННЫЕ КАК 80%-НЫЕ"
0207241001,"ОЩИП.И ПОТРОШ.,БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ,НО С ШЕЙКОЙ,СЕРДЦЕМ,ПЕЧЕНЬЮ И МУСК. ЖЕЛУДКОМ,ПРЕДСТАВЛ.КАК 80%-НЫЕ ИНДЕЙКИ НЕ РАЗДЕЛ.НА ЧАСТИ,СВЕЖИЕ ИЛИ ОХЛАЖД.ПРИ НАЛИЧ.ЛИЦЕН.,ВЫДАН.КОМП.ОРГАНАМИ"
0207241009,"ПРОЧИЕ ОЩИПАННЫЕ И ПОТРОШЕННЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, НО С ШЕЙКОЙ, СЕРДЦЕ М, ПЕЧЕНЬЮ И МУСКУЛЬНЫМ ЖЕЛУДКОМ, ПРЕДСТАВЛЕНЫ КАК 80%-НЫЕ ИНДЕЙКИ НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02072490,"МЯСО ИНДЕЕК НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, БЕЗ ШЕЙКИ, СЕРДЦА И МУСКУЛЬНОГО ЖЕЛУДКА, ПРЕДСТАВЛЕННЫЕ КАК 73%-НЫЕ"
0207249001,"ОЩИП.И ПОТРОШ.,БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ,БЕЗ ШЕЙКИ,СЕРДЦА,ПЕЧЕНИ И МУСК.ЖЕЛУДКА, ПРЕДСТАВЛ.КАК 73%-НЫЕ ИНДЕЙКИ НЕ РАЗДЕЛ.НА ЧАСТИ СВЕЖИЕ ИЛИ ОХЛАЖД.ПРИ НАЛИЧ.ЛИЦЕН.,ВЫДАН.КОМП.ОРГАНАМИ"
0207249009,"ПРОЧИЕ ОЩИПАННЫЕ И ПОТРОШЕННЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, БЕЗ ШЕЙКИ, СЕРДЦА, ПЕЧЕНИ И МУСКУЛЬНОГО ЖЕЛУДКА, ПРЕДСТАВЛЕНЫ КАК 73%-НЫЕ ИНДЕЙКИ НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
020725,"ТУШКИ ИНДЕЕК НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, МОРОЖЕНЫЕ"
02072510,"МЯСО ИНДЕЕК НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, ЗАМОРОЖЕННЫЕ,ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, НО С ШЕЙКОЙ, СЕРДЦЕМ, ПЕЧЕНЬЮ И МУСКУЛЬНЫМ ЖЕЛУДКОМ, ПРЕДСТАВЛЕННЫЕ КАК 80%-НЫЕ"
0207251001,"ОЩИП.И ПОТРОШ.,БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ,НО С ШЕЙКОЙ,СЕРДЦЕМ,ПЕЧЕНЬЮ И МУСК.ЖЕЛУДКОМ, ПРЕДСТАВЛ.КАК 80%-НЫЕ ИНДЕЙКИ НЕ РАЗДЕЛ.НА ЧАСТИ,МОРОЖ.ПРИ НАЛИЧ.ЛИЦЕН.,ВЫДАН.КОМП.ОРГАНАМИ"
0207251009,"ПРОЧИЕ ОЩИПАННЫЕ И ПОТРОШЕННЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, НО С ШЕЙКОЙ, СЕРДЦЕМ, ПЕЧЕНЬЮ И МУСКУЛЬНЫМ ЖЕЛУДКОМ, ПРЕДСТАВЛЕНЫ КАК 80%-НЫЕ ИНДЕЙКИ НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, МОРОЖЕННЫЕ"
02072590,"ПРОЧИЕ МЯСО ИНДЕЕК НЕ РАЗДЕЛЕННЫЕ НА ЧАСТИ, ЗАМОРОЖЕННЫЕ, ОЩИПАННЫЕ И ПОТРОШЕНЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, БЕЗ ШЕЙКИ, СЕРДЦАПЕЧЕНИ И МУСКУЛЬНОГО ЖЕЛУДКА, ПРЕДСТАВЛЕННЫЕ КАК 73%-НЫЕ"
0207259001,"ОЩИП.И ПОТРОШ.,БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ,БЕЗ ШЕЙКИ,СЕРДЦА,ПЕЧЕНИ И МУСК.ЖЕЛУДКА, ПРЕДСТАВЛ.КАК""73%-НЫЕ ИНДЕЙКИ""... НЕ  РАЗДЕЛ.НА ЧАСТИ,МОРОЖ.ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207259009,"ПРОЧИЕ ОЩИПАННЫЕ И ПОТРОШЕННЫЕ, БЕЗ ГОЛОВЫ И ПЛЮСЕН НОГ, БЕЗ ШЕЙКИ, СЕРДЦА,  ПЕЧЕНИ И МУСКУЛЬНОГО ЖЕЛУДКА, ПРЕДСТАВЛЕННЫЕ КАК ""73%-НЫЕ ИНДЕЙКИ""... НЕ  РАЗДЕЛЕННЫЕ НА ЧАСТИ, МОРОЖЕННЫЕ"
020726,"ЧАСТИ ТУШЕК ИНДЕЕК И СУБПРОДУКТЫ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02072610,ЧАСТИ ТУШЕК МЯСО ОБВАЛЕННОЕ
0207261001,"ОБВАЛЕННЫЕ ЧАСТИ ТУШЕК  ИНДЕЙКИ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207261009,ПРОЧИЕ ОБВАЛЕННЫЕ ЧАСТИ ТУШЕК  ИНДЕЙКИ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
02072620,МЯСО НЕОБВАЛЕННЫЕ ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ
0207262001,"НЕОБВАЛЕННЫЕ ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ ИНДЕЙКИ, ЧАСТИ ТУШЕК СВЕЖИЕ ИЛИ ОЛАЖДЕННЫЕ ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207262009,"ПРОЧИЕ НЕОБВАЛЕННЫЕ ПОЛОВИНЫ ИЛИ ЧЕТВЕРТИНЫ ИНДЕЙКИ, ЧАСТИ ТУШЕК СВЕЖИЕ ИЛИ ОЛАЖДЕННЫЕ"
02072630,"НЕОБВАЛЕННЫЕ КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО"
0207263001,"КРЫЛЬЯ ИНДЕЙКИ ЦЕЛЬНЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, НЕОБВАЛЕННЫЕ ЧАСИ ТУШЕК СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207263009,"ПРОЧИЕ КРЫЛЬЯ ИНДЕЙКИ ЦЕЛЬНЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО, НЕОБВАЛЕННЫЕ ЧАСИ ТУШЕК СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02072640,"КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ"
0207264001,"СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ ИНДЕЙКИ НЕОБВАЛЕНЫЕ СВЕЖИЕ ИЛИ ОХЛАЖДЕНЫЕ ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207264009,"ПРОЧИЕ СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ ИНДЕЙКИ НЕОБВАЛЕНЫЕ СВЕЖИЕ ИЛИ ОХЛАЖДЕНЫЕ"
02072650,НЕОБВАЛЕННЫЕ ГРУДКИ И КУСКИ ИЗ НИХ
0207265001,"ГРУДКИ ИНДЕЙКИ И КИСКИ ИЗ НИХ, НЕОБВАЛЕНЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207265009,"ПРОЧИЕ ГРУДКИ ИНДЕЙКИ И КИСКИ ИЗ НИХ, НЕОБВАЛЕНЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02072660,НЕОБВАЛЕННЫЕ ГОЛЕНИ И КУСКИ ИЗ НИХ
0207266001,"ГОЛЕНИ ИНДЕЕК И КУСКИ ИЗ НИХ, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ   ОХЛАЖДЕННЫЕ ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207266009,"ПРОЧИЕ ГОЛЕНИ ИНДЕЕК И КУСКИ ИЗ НИХ, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ   ОХЛАЖДЕННЫЕ"
02072670,НОЖКИ И КУСКИ ИЗ НИХ ПРОЧИЕ
0207267001,"НОЖКИ ИНДЕЙКИ И КУСКИ ИЗ НИХ ПРОЧИЕ, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207267009,"НОЖКИ ИНДЕЙКИ И КУСКИ ИЗ НИХ ПРОЧИЕ, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02072680,НЕОБВАЛЕННЫЕ ПРОЧИЕ
0207268001,"ПРОЧИЕ НЕОБВАЛЕННЫЕ ЧАСТИ ТУШЕК ИНДЕЙКИ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0207268009,"ПРОЧИЕ НЕОБВАЛЕННЫЕ ЧАСТИ ТУШЕК ИНДЕЙКИ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
02072691,СУБПРОДУКТЫ ПЕЧЕНЬ
